,number,value,datetime_start,datetime_complete,duration,params_activation,params_bottleneck_size,params_dropout_l1,params_dropout_l2,params_dropout_l3,params_dropout_l4,params_dropout_l5,params_dropout_l6,params_lr,params_n_layers,params_optimizer,user_attrs_bottleneck,user_attrs_decoder_dropout1,user_attrs_decoder_dropout2,user_attrs_decoder_dropout3,user_attrs_decoder_dropout4,user_attrs_decoder_dropout5,user_attrs_decoder_dropout6,user_attrs_decoder_final,user_attrs_decoder_layer1,user_attrs_decoder_layer2,user_attrs_decoder_layer3,user_attrs_decoder_layer4,user_attrs_decoder_layer5,user_attrs_decoder_layer6,user_attrs_encoder_dropout1,user_attrs_encoder_dropout2,user_attrs_encoder_dropout3,user_attrs_encoder_dropout4,user_attrs_encoder_dropout5,user_attrs_encoder_dropout6,user_attrs_encoder_layer1,user_attrs_encoder_layer2,user_attrs_encoder_layer3,user_attrs_encoder_layer4,user_attrs_encoder_layer5,user_attrs_encoder_layer6,state
46,46,1.05014967918396,2023-04-05 10:40:22.694440,2023-04-05 10:40:22.921347,0 days 00:00:00.226907,4,46,0.038349810125943656,0.020175281259658267,0.36249455146839593,,,,0.004701261968161422,3,SGD,"[48, 46]",0.038349810125943656,0.020175281259658267,0.36249455146839593,,,,"[1302, 193]","[46, 48]","[48, 386]","[386, 1302]",,,,0.038349810125943656,0.020175281259658267,0.36249455146839593,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
47,47,0.5091302394866943,2023-04-05 10:40:22.922058,2023-04-05 10:40:32.675268,0 days 00:00:09.753210,4,62,0.01939615954039401,0.034160234615752426,,,,,0.007940293880012918,2,Adam,"[48, 62]",0.01939615954039401,0.034160234615752426,,,,,"[386, 193]","[62, 48]","[48, 386]",,,,,0.01939615954039401,0.034160234615752426,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
48,48,0.26400360465049744,2023-04-05 10:40:32.676329,2023-04-05 10:40:42.832520,0 days 00:00:10.156191,4,72,0.05701092079146766,0.001732668777743588,0.34186516991523375,,,,0.003136293185337012,3,Adagrad,"[48, 72]",0.05701092079146766,0.001732668777743588,0.34186516991523375,,,,"[1302, 193]","[72, 48]","[48, 386]","[386, 1302]",,,,0.05701092079146766,0.001732668777743588,0.34186516991523375,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
49,49,5280.439453125,2023-04-05 10:40:42.833513,2023-04-05 10:40:43.073553,0 days 00:00:00.240040,4,62,0.006170844217627702,0.029592012876224313,0.3053975852696318,,,,0.02042625556693188,3,RMSprop,"[48, 62]",0.006170844217627702,0.029592012876224313,0.3053975852696318,,,,"[1302, 193]","[62, 48]","[48, 386]","[386, 1302]",,,,0.006170844217627702,0.029592012876224313,0.3053975852696318,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
50,50,0.24471308290958405,2023-04-05 10:40:43.074252,2023-04-05 10:40:53.863403,0 days 00:00:10.789151,4,71,0.08251517959551366,0.05191439174003385,0.3890378231045916,,,,0.003532954921008008,3,Adam,"[48, 71]",0.08251517959551366,0.05191439174003385,0.3890378231045916,,,,"[1302, 193]","[71, 48]","[48, 386]","[386, 1302]",,,,0.08251517959551366,0.05191439174003385,0.3890378231045916,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
51,51,0.9934664964675903,2023-04-05 10:40:53.864381,2023-04-05 10:41:04.629149,0 days 00:00:10.764768,4,75,0.07399042125592999,0.0075341742508577905,0.39129166943536153,,,,0.005567171600121366,3,Adam,"[48, 75]",0.07399042125592999,0.0075341742508577905,0.39129166943536153,,,,"[1302, 193]","[75, 48]","[48, 386]","[386, 1302]",,,,0.07399042125592999,0.0075341742508577905,0.39129166943536153,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
52,52,0.1712242066860199,2023-04-05 10:41:04.630214,2023-04-05 10:41:14.374897,0 days 00:00:09.744683,4,67,0.05464064703363431,0.0033530954380194974,,,,,0.0024010467855370156,2,Adam,"[48, 67]",0.05464064703363431,0.0033530954380194974,,,,,"[386, 193]","[67, 48]","[48, 386]",,,,,0.05464064703363431,0.0033530954380194974,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
53,53,0.16999289393424988,2023-04-05 10:41:14.377145,2023-04-05 10:41:24.116565,0 days 00:00:09.739420,4,68,0.04450982965238978,0.02327232579179811,,,,,0.0025824034821156586,2,Adam,"[48, 68]",0.04450982965238978,0.02327232579179811,,,,,"[386, 193]","[68, 48]","[48, 386]",,,,,0.04450982965238978,0.02327232579179811,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
54,54,0.18047428131103516,2023-04-05 10:41:24.117507,2023-04-05 10:41:33.879029,0 days 00:00:09.761522,4,66,0.043910841770825666,0.06648841204019373,,,,,0.002882710990062641,2,Adam,"[48, 66]",0.043910841770825666,0.06648841204019373,,,,,"[386, 193]","[66, 48]","[48, 386]",,,,,0.043910841770825666,0.06648841204019373,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
55,55,0.1685735136270523,2023-04-05 10:41:33.880385,2023-04-05 10:41:43.617277,0 days 00:00:09.736892,4,51,0.03173908903737492,0.06923284089508641,,,,,0.003969078400725985,2,Adam,"[48, 51]",0.03173908903737492,0.06923284089508641,,,,,"[386, 193]","[51, 48]","[48, 386]",,,,,0.03173908903737492,0.06923284089508641,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
56,56,0.1490543931722641,2023-04-05 10:41:43.618181,2023-04-05 10:41:53.350379,0 days 00:00:09.732198,4,54,0.022165782320708576,0.07072398305049753,,,,,0.007574939659428468,2,Adam,"[48, 54]",0.022165782320708576,0.07072398305049753,,,,,"[386, 193]","[54, 48]","[48, 386]",,,,,0.022165782320708576,0.07072398305049753,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
57,57,0.41102325916290283,2023-04-05 10:41:53.351287,2023-04-05 10:42:03.131123,0 days 00:00:09.779836,4,47,0.027919430787402062,0.07164520380338611,,,,,0.006850511143949647,2,Adam,"[48, 47]",0.027919430787402062,0.07164520380338611,,,,,"[386, 193]","[47, 48]","[48, 386]",,,,,0.027919430787402062,0.07164520380338611,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
58,58,0.1542072892189026,2023-04-05 10:42:03.132067,2023-04-05 10:42:12.924016,0 days 00:00:09.791949,4,50,0.0012180898503356477,0.06357418422454832,,,,,0.011419547020855507,2,Adam,"[48, 50]",0.0012180898503356477,0.06357418422454832,,,,,"[386, 193]","[50, 48]","[48, 386]",,,,,0.0012180898503356477,0.06357418422454832,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
59,59,0.983540415763855,2023-04-05 10:42:12.925040,2023-04-05 10:42:13.124007,0 days 00:00:00.198967,4,52,0.009852623073287811,0.06679750633592767,,,,,0.013179712554430482,2,SGD,"[48, 52]",0.009852623073287811,0.06679750633592767,,,,,"[386, 193]","[52, 48]","[48, 386]",,,,,0.009852623073287811,0.06679750633592767,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
60,60,1.5431115627288818,2023-04-05 10:42:13.124832,2023-04-05 10:42:13.343123,0 days 00:00:00.218291,5,43,0.03303772472164037,0.0890779406095793,,,,,0.03627899077121562,2,Adam,"[48, 43]",0.03303772472164037,0.0890779406095793,,,,,"[386, 193]","[43, 48]","[48, 386]",,,,,0.03303772472164037,0.0890779406095793,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
61,61,0.1383914351463318,2023-04-05 10:42:13.344222,2023-04-05 10:42:23.300738,0 days 00:00:09.956516,4,54,0.022249932896000673,0.038835556369064494,,,,,0.004397698873142997,2,Adam,"[48, 54]",0.022249932896000673,0.038835556369064494,,,,,"[386, 193]","[54, 48]","[48, 386]",,,,,0.022249932896000673,0.038835556369064494,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
62,62,0.15532951056957245,2023-04-05 10:42:23.301661,2023-04-05 10:42:33.047299,0 days 00:00:09.745638,4,54,0.020970763084623593,0.0465169012407116,,,,,0.009020550977602758,2,Adam,"[48, 54]",0.020970763084623593,0.0465169012407116,,,,,"[386, 193]","[54, 48]","[48, 386]",,,,,0.020970763084623593,0.0465169012407116,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
63,63,0.16533808410167694,2023-04-05 10:42:33.048226,2023-04-05 10:42:42.787969,0 days 00:00:09.739743,4,54,0.002406322930340505,0.039550886484303244,,,,,0.00575471345095946,2,Adam,"[48, 54]",0.002406322930340505,0.039550886484303244,,,,,"[386, 193]","[54, 48]","[48, 386]",,,,,0.002406322930340505,0.039550886484303244,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
64,64,0.7726216316223145,2023-04-05 10:42:42.788903,2023-04-05 10:42:52.637287,0 days 00:00:09.848384,4,51,0.016566636417459132,0.035813989091908964,,,,,0.008873370602332887,2,Adam,"[48, 51]",0.016566636417459132,0.035813989091908964,,,,,"[386, 193]","[51, 48]","[48, 386]",,,,,0.016566636417459132,0.035813989091908964,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
65,65,0.13003794848918915,2023-04-05 10:42:52.638279,2023-04-05 10:43:02.406501,0 days 00:00:09.768222,4,40,0.0019722251565664484,0.04677919807469984,,,,,0.005616715762513321,2,Adam,"[48, 40]",0.0019722251565664484,0.04677919807469984,,,,,"[386, 193]","[40, 48]","[48, 386]",,,,,0.0019722251565664484,0.04677919807469984,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
66,66,0.4700169861316681,2023-04-05 10:43:02.407574,2023-04-05 10:43:02.799826,0 days 00:00:00.392252,4,38,0.0013178263464364692,0.0826658402770416,,,,,0.005319733008368801,2,Adagrad,"[48, 38]",0.0013178263464364692,0.0826658402770416,,,,,"[386, 193]","[38, 48]","[48, 386]",,,,,0.0013178263464364692,0.0826658402770416,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
67,67,0.48583951592445374,2023-04-05 10:43:02.800545,2023-04-05 10:43:03.238822,0 days 00:00:00.438277,4,55,0.025551924065709164,0.09832572406330203,,,,,0.01659521685288472,2,Adam,"[48, 55]",0.025551924065709164,0.09832572406330203,,,,,"[386, 193]","[55, 48]","[48, 386]",,,,,0.025551924065709164,0.09832572406330203,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
68,68,0.8125988841056824,2023-04-05 10:43:03.239600,2023-04-05 10:43:13.372259,0 days 00:00:10.132659,2,39,0.00431323290827981,0.05321972432516295,,,,,0.00986972108915996,2,Adam,"[48, 39]",0.00431323290827981,0.05321972432516295,,,,,"[386, 193]","[39, 48]","[48, 386]",,,,,0.00431323290827981,0.05321972432516295,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
69,69,1.0004477500915527,2023-04-05 10:43:13.373462,2023-04-05 10:43:13.587374,0 days 00:00:00.213912,0,42,0.02163762331607822,0.04090641658687917,,,,,0.011457580964185478,2,RMSprop,"[48, 42]",0.02163762331607822,0.04090641658687917,,,,,"[386, 193]","[42, 48]","[48, 386]",,,,,0.02163762331607822,0.04090641658687917,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
70,70,0.5155102014541626,2023-04-05 10:43:13.588208,2023-04-05 10:43:13.996435,0 days 00:00:00.408227,5,34,0.025937653887197102,0.060925448045818634,,,,,0.006088029034762252,2,Adam,"[48, 34]",0.025937653887197102,0.060925448045818634,,,,,"[386, 193]","[34, 48]","[48, 386]",,,,,0.025937653887197102,0.060925448045818634,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
71,71,0.1640297919511795,2023-04-05 10:43:13.997322,2023-04-05 10:43:24.043646,0 days 00:00:10.046324,4,48,0.03326484948017217,0.022528099439986633,,,,,0.0045875312534851415,2,Adam,"[48, 48]",0.03326484948017217,0.022528099439986633,,,,,"[386, 193]","[48, 48]","[48, 386]",,,,,0.03326484948017217,0.022528099439986633,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
72,72,0.12368888407945633,2023-04-05 10:43:24.044605,2023-04-05 10:43:33.804389,0 days 00:00:09.759784,4,49,0.001937135310362615,0.0391607209964307,,,,,0.004508816883337908,2,Adam,"[48, 49]",0.001937135310362615,0.0391607209964307,,,,,"[386, 193]","[49, 48]","[48, 386]",,,,,0.001937135310362615,0.0391607209964307,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
73,73,0.5865301489830017,2023-04-05 10:43:33.805317,2023-04-05 10:43:43.774136,0 days 00:00:09.968819,4,47,0.011621844856545714,0.04159028440536647,,,,,0.006061764234128856,2,Adam,"[48, 47]",0.011621844856545714,0.04159028440536647,,,,,"[386, 193]","[47, 48]","[48, 386]",,,,,0.011621844856545714,0.04159028440536647,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
74,74,0.18781302869319916,2023-04-05 10:43:43.775310,2023-04-05 10:43:53.568988,0 days 00:00:09.793678,4,58,0.04014391503229448,0.0825225982741166,,,,,0.008424164690692857,2,Adam,"[48, 58]",0.04014391503229448,0.0825225982741166,,,,,"[386, 193]","[58, 48]","[48, 386]",,,,,0.04014391503229448,0.0825225982741166,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
75,75,0.11103236675262451,2023-04-05 10:43:53.569998,2023-04-05 10:44:03.480447,0 days 00:00:09.910449,4,53,0.0010135624437511007,0.020071279912825334,,,,,0.004624863844925264,2,Adam,"[48, 53]",0.0010135624437511007,0.020071279912825334,,,,,"[386, 193]","[53, 48]","[48, 386]",,,,,0.0010135624437511007,0.020071279912825334,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
76,76,0.11965907365083694,2023-04-05 10:44:03.481741,2023-04-05 10:44:13.567082,0 days 00:00:10.085341,4,49,0.0003207183256191716,0.024173400558116318,,,,,0.0045491872742900894,2,Adam,"[48, 49]",0.0003207183256191716,0.024173400558116318,,,,,"[386, 193]","[49, 48]","[48, 386]",,,,,0.0003207183256191716,0.024173400558116318,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
77,77,0.5362234711647034,2023-04-05 10:44:13.568066,2023-04-05 10:44:13.817251,0 days 00:00:00.249185,1,39,0.0005097383203133306,0.0523556511951563,,,,,0.007084124927434088,2,Adam,"[48, 39]",0.0005097383203133306,0.0523556511951563,,,,,"[386, 193]","[39, 48]","[48, 386]",,,,,0.0005097383203133306,0.0523556511951563,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
78,78,0.14033187925815582,2023-04-05 10:44:13.818034,2023-04-05 10:44:23.559575,0 days 00:00:09.741541,4,49,0.014760637630759278,0.018685280996548523,,,,,0.010494735056055613,2,Adam,"[48, 49]",0.014760637630759278,0.018685280996548523,,,,,"[386, 193]","[49, 48]","[48, 386]",,,,,0.014760637630759278,0.018685280996548523,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
79,79,0.9905981421470642,2023-04-05 10:44:23.560713,2023-04-05 10:44:23.763908,0 days 00:00:00.203195,4,49,0.017152838910633402,0.021619938954787275,,,,,0.013315803452845687,2,SGD,"[48, 49]",0.017152838910633402,0.021619938954787275,,,,,"[386, 193]","[49, 48]","[48, 386]",,,,,0.017152838910633402,0.021619938954787275,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
80,80,0.5899658799171448,2023-04-05 10:44:23.764615,2023-04-05 10:44:23.983028,0 days 00:00:00.218413,0,36,0.09386479683764923,0.07506910838972854,,,,,0.004365191036082207,2,Adam,"[48, 36]",0.09386479683764923,0.07506910838972854,,,,,"[386, 193]","[36, 48]","[48, 386]",,,,,0.09386479683764923,0.07506910838972854,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
81,81,0.1610637605190277,2023-04-05 10:44:23.983734,2023-04-05 10:44:33.740677,0 days 00:00:09.756943,4,44,0.019689921675309245,0.057888098252543076,,,,,0.009824463505262995,2,Adam,"[48, 44]",0.019689921675309245,0.057888098252543076,,,,,"[386, 193]","[44, 48]","[48, 386]",,,,,0.019689921675309245,0.057888098252543076,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
82,82,0.16720709204673767,2023-04-05 10:44:33.741590,2023-04-05 10:44:43.528287,0 days 00:00:09.786697,4,57,0.01450295864439025,0.018732550202232974,,,,,0.0074529063897926335,2,Adam,"[48, 57]",0.01450295864439025,0.018732550202232974,,,,,"[386, 193]","[57, 48]","[48, 386]",,,,,0.01450295864439025,0.018732550202232974,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
83,83,0.7116342186927795,2023-04-05 10:44:43.529225,2023-04-05 10:44:43.749710,0 days 00:00:00.220485,4,53,0.049887935306097725,0.043619615867562016,,,,,0.017598167257659128,2,Adam,"[48, 53]",0.049887935306097725,0.043619615867562016,,,,,"[386, 193]","[53, 48]","[48, 386]",,,,,0.049887935306097725,0.043619615867562016,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
84,84,0.5168112516403198,2023-04-05 10:44:43.750392,2023-04-05 10:44:43.995226,0 days 00:00:00.244834,4,50,0.0005665035597283241,0.01802328081749327,,,,,0.012201064353578452,2,Adam,"[48, 50]",0.0005665035597283241,0.01802328081749327,,,,,"[386, 193]","[50, 48]","[48, 386]",,,,,0.0005665035597283241,0.01802328081749327,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
85,85,0.21901756525039673,2023-04-05 10:44:43.999352,2023-04-05 10:44:53.741366,0 days 00:00:09.742014,2,42,0.06308846856824182,0.032204656315146435,,,,,0.009007995331111613,2,Adam,"[48, 42]",0.06308846856824182,0.032204656315146435,,,,,"[386, 193]","[42, 48]","[48, 386]",,,,,0.06308846856824182,0.032204656315146435,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
86,86,0.521062433719635,2023-04-05 10:44:53.742552,2023-04-05 10:44:53.952680,0 days 00:00:00.210128,4,59,0.03847680018755443,0.09762475030098357,,,,,0.003992955601322479,2,Adagrad,"[48, 59]",0.03847680018755443,0.09762475030098357,,,,,"[386, 193]","[59, 48]","[48, 386]",,,,,0.03847680018755443,0.09762475030098357,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
87,87,0.16373899579048157,2023-04-05 10:44:53.953411,2023-04-05 10:45:03.737286,0 days 00:00:09.783875,4,56,0.02654517202231568,0.057387093254862506,,,,,0.006585464318870729,2,Adam,"[48, 56]",0.02654517202231568,0.057387093254862506,,,,,"[386, 193]","[56, 48]","[48, 386]",,,,,0.02654517202231568,0.057387093254862506,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
88,88,0.8863488435745239,2023-04-05 10:45:03.738464,2023-04-05 10:45:03.951772,0 days 00:00:00.213308,4,45,0.04752870533055188,0.03533057277898367,,,,,0.004380697457843749,2,RMSprop,"[48, 45]",0.04752870533055188,0.03533057277898367,,,,,"[386, 193]","[45, 48]","[48, 386]",,,,,0.04752870533055188,0.03533057277898367,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
89,89,0.5429508090019226,2023-04-05 10:45:03.952459,2023-04-05 10:45:04.170659,0 days 00:00:00.218200,5,41,0.06707157204337123,0.014346625337208766,,,,,0.005245754424627232,2,Adam,"[48, 41]",0.06707157204337123,0.014346625337208766,,,,,"[386, 193]","[41, 48]","[48, 386]",,,,,0.06707157204337123,0.014346625337208766,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
90,90,4925272.0,2023-04-05 10:45:04.171310,2023-04-05 10:45:13.822463,0 days 00:00:09.651153,4,54,0.015424494225291433,0.04748746878393933,0.07054245401280002,0.022293252257206908,0.09004816662799081,0.4996406139149623,0.009818512033309293,6,Adam,"[48, 54]",0.015424494225291433,0.04748746878393933,0.07054245401280002,0.022293252257206908,0.09004816662799081,0.4996406139149623,"[10422, 193]","[54, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]","[6031, 10422]",0.015424494225291433,0.04748746878393933,0.07054245401280002,0.022293252257206908,0.09004816662799081,0.4996406139149623,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[10422, 6031]","[193, 10422]",PRUNED
91,91,0.1737852543592453,2023-04-05 10:45:13.823290,2023-04-05 10:45:23.647007,0 days 00:00:09.823717,4,49,0.016608036177321255,0.06130522071795847,,,,,0.00997582345405327,2,Adam,"[48, 49]",0.016608036177321255,0.06130522071795847,,,,,"[386, 193]","[49, 48]","[48, 386]",,,,,0.016608036177321255,0.06130522071795847,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
92,92,0.18575091660022736,2023-04-05 10:45:23.648101,2023-04-05 10:45:33.382937,0 days 00:00:09.734836,4,44,0.03194498330028628,0.07531837225564131,,,,,0.007320043354307491,2,Adam,"[48, 44]",0.03194498330028628,0.07531837225564131,,,,,"[386, 193]","[44, 48]","[48, 386]",,,,,0.03194498330028628,0.07531837225564131,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
93,93,0.563843846321106,2023-04-05 10:45:33.383879,2023-04-05 10:45:33.602994,0 days 00:00:00.219115,4,45,0.01455104035098699,0.05958378595659034,,,,,0.014750480814582925,2,Adam,"[48, 45]",0.01455104035098699,0.05958378595659034,,,,,"[386, 193]","[45, 48]","[48, 386]",,,,,0.01455104035098699,0.05958378595659034,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
94,94,0.7136926054954529,2023-04-05 10:45:33.603965,2023-04-05 10:45:33.824628,0 days 00:00:00.220663,4,60,0.04526483961234816,0.02848930807168426,,,,,0.02109286340568783,2,Adam,"[48, 60]",0.04526483961234816,0.02848930807168426,,,,,"[386, 193]","[60, 48]","[48, 386]",,,,,0.04526483961234816,0.02848930807168426,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
95,95,0.5213314890861511,2023-04-05 10:45:33.826559,2023-04-05 10:45:34.045788,0 days 00:00:00.219229,1,36,0.02453987714989024,0.04425519569475117,,,,,0.00997238421369435,2,Adam,"[48, 36]",0.02453987714989024,0.04425519569475117,,,,,"[386, 193]","[36, 48]","[48, 386]",,,,,0.02453987714989024,0.04425519569475117,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
96,96,0.15319174528121948,2023-04-05 10:45:34.046466,2023-04-05 10:45:43.829475,0 days 00:00:09.783009,4,52,0.01134983826091084,0.08268505005164511,,,,,0.0036902781302190282,2,Adam,"[48, 52]",0.01134983826091084,0.08268505005164511,,,,,"[386, 193]","[52, 48]","[48, 386]",,,,,0.01134983826091084,0.08268505005164511,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
97,97,0.12706561386585236,2023-04-05 10:45:43.831363,2023-04-05 10:45:53.564633,0 days 00:00:09.733270,4,52,0.000695109408269688,0.08330517246602903,,,,,0.002993551644521735,2,Adam,"[48, 52]",0.000695109408269688,0.08330517246602903,,,,,"[386, 193]","[52, 48]","[48, 386]",,,,,0.000695109408269688,0.08330517246602903,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
98,98,0.4223753809928894,2023-04-05 10:45:53.565640,2023-04-05 10:45:53.977688,0 days 00:00:00.412048,4,63,0.0012415034063883604,0.10967579872842087,,,,,0.002789341654028374,2,Adam,"[48, 63]",0.0012415034063883604,0.10967579872842087,,,,,"[386, 193]","[63, 48]","[48, 386]",,,,,0.0012415034063883604,0.10967579872842087,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
99,99,1.0347564220428467,2023-04-05 10:45:53.978414,2023-04-05 10:45:54.214775,0 days 00:00:00.236361,4,51,0.03724606429649838,0.08802888881119353,,,,,0.003995246893993977,2,SGD,"[48, 51]",0.03724606429649838,0.08802888881119353,,,,,"[386, 193]","[51, 48]","[48, 386]",,,,,0.03724606429649838,0.08802888881119353,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
100,100,0.1539742350578308,2023-04-05 10:45:54.215520,2023-04-05 10:46:05.124375,0 days 00:00:10.908855,4,48,0.010208030486342385,0.08182497696338956,0.21814182921517608,,,,0.002257331231986338,3,Adam,"[48, 48]",0.010208030486342385,0.08182497696338956,0.21814182921517608,,,,"[1302, 193]","[48, 48]","[48, 386]","[386, 1302]",,,,0.010208030486342385,0.08182497696338956,0.21814182921517608,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
101,101,0.39347636699676514,2023-04-05 10:46:05.125332,2023-04-05 10:46:15.990294,0 days 00:00:10.864962,4,47,0.004598208135135938,0.07954895182447642,0.21235748249665226,,,,0.002356850250197558,3,Adam,"[48, 47]",0.004598208135135938,0.07954895182447642,0.21235748249665226,,,,"[1302, 193]","[47, 48]","[48, 386]","[386, 1302]",,,,0.004598208135135938,0.07954895182447642,0.21235748249665226,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
102,102,0.4982396066188812,2023-04-05 10:46:15.991283,2023-04-05 10:46:16.402168,0 days 00:00:00.410885,4,49,0.007796830869984747,0.10092466817718923,,,,,0.00329999808362447,2,Adam,"[48, 49]",0.007796830869984747,0.10092466817718923,,,,,"[386, 193]","[49, 48]","[48, 386]",,,,,0.007796830869984747,0.10092466817718923,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
103,103,0.5346470475196838,2023-04-05 10:46:16.402933,2023-04-05 10:46:16.661251,0 days 00:00:00.258318,4,52,0.032844792577716345,0.11844243910763215,0.14948712296394787,,,,0.004946276231907598,3,Adam,"[48, 52]",0.032844792577716345,0.11844243910763215,0.14948712296394787,,,,"[1302, 193]","[52, 48]","[48, 386]","[386, 1302]",,,,0.032844792577716345,0.11844243910763215,0.14948712296394787,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
104,104,0.6006678938865662,2023-04-05 10:46:16.662186,2023-04-05 10:46:16.887520,0 days 00:00:00.225334,4,57,0.010297344356984482,0.013378098081623175,,,,,0.0029694973424503456,2,Adam,"[48, 57]",0.010297344356984482,0.013378098081623175,,,,,"[386, 193]","[57, 48]","[48, 386]",,,,,0.010297344356984482,0.013378098081623175,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
105,105,0.38891100883483887,2023-04-05 10:46:16.888190,2023-04-05 10:46:17.698447,0 days 00:00:00.810257,2,46,0.051493259856016584,0.06898363828214636,,,,,0.0021003780771395282,2,Adam,"[48, 46]",0.051493259856016584,0.06898363828214636,,,,,"[386, 193]","[46, 48]","[48, 386]",,,,,0.051493259856016584,0.06898363828214636,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
106,106,0.5426000356674194,2023-04-05 10:46:17.699172,2023-04-05 10:46:17.910573,0 days 00:00:00.211401,4,41,0.02941705464758578,0.09020590557779128,,,,,0.003771278379357902,2,Adagrad,"[48, 41]",0.02941705464758578,0.09020590557779128,,,,,"[386, 193]","[41, 48]","[48, 386]",,,,,0.02941705464758578,0.09020590557779128,,,,,"[386, 48]","[193, 386]",,,,,PRUNED
107,107,0.10252446681261063,2023-04-05 10:46:17.911343,2023-04-05 10:46:27.654143,0 days 00:00:09.742800,4,60,0.00010896699069284856,0.029809043235492876,,,,,0.006155995565639657,2,Adam,"[48, 60]",0.00010896699069284856,0.029809043235492876,,,,,"[386, 193]","[60, 48]","[48, 386]",,,,,0.00010896699069284856,0.029809043235492876,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
108,108,0.712394118309021,2023-04-05 10:46:27.655071,2023-04-05 10:46:27.908068,0 days 00:00:00.252997,0,53,0.01165686201186756,0.027558909397520454,0.28350706581506835,,,,0.005872093607152486,3,Adam,"[48, 53]",0.01165686201186756,0.027558909397520454,0.28350706581506835,,,,"[1302, 193]","[53, 48]","[48, 386]","[386, 1302]",,,,0.01165686201186756,0.027558909397520454,0.28350706581506835,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
