,number,value,datetime_start,datetime_complete,duration,params_activation,params_bottleneck_size,params_dropout_l1,params_dropout_l2,params_dropout_l3,params_dropout_l4,params_dropout_l5,params_dropout_l6,params_lr,params_n_layers,params_optimizer,user_attrs_bottleneck,user_attrs_decoder_dropout1,user_attrs_decoder_dropout2,user_attrs_decoder_dropout3,user_attrs_decoder_dropout4,user_attrs_decoder_dropout5,user_attrs_decoder_dropout6,user_attrs_decoder_final,user_attrs_decoder_layer1,user_attrs_decoder_layer2,user_attrs_decoder_layer3,user_attrs_decoder_layer4,user_attrs_decoder_layer5,user_attrs_decoder_layer6,user_attrs_encoder_dropout1,user_attrs_encoder_dropout2,user_attrs_encoder_dropout3,user_attrs_encoder_dropout4,user_attrs_encoder_dropout5,user_attrs_encoder_dropout6,user_attrs_encoder_layer1,user_attrs_encoder_layer2,user_attrs_encoder_layer3,user_attrs_encoder_layer4,user_attrs_encoder_layer5,user_attrs_encoder_layer6,state
10,10,0.9717496633529663,2023-04-05 10:32:50.154614,2023-04-05 10:32:51.040524,0 days 00:00:00.885910,3,66,0.042570975906155994,0.47169575624653526,0.1731457726561923,,,,1.1693461240522748e-05,3,Adam,"[48, 66]",0.042570975906155994,0.47169575624653526,0.1731457726561923,,,,"[1302, 193]","[66, 48]","[48, 386]","[386, 1302]",,,,0.042570975906155994,0.47169575624653526,0.1731457726561923,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
11,11,0.4425191879272461,2023-04-05 10:32:51.041249,2023-04-05 10:33:00.786240,0 days 00:00:09.744991,5,67,0.343065435881837,0.2101570770587823,,,,,0.00012417256728490506,2,Adam,"[48, 67]",0.343065435881837,0.2101570770587823,,,,,"[386, 193]","[67, 48]","[48, 386]",,,,,0.343065435881837,0.2101570770587823,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
12,12,0.4349459111690521,2023-04-05 10:33:00.787172,2023-04-05 10:33:11.563806,0 days 00:00:10.776634,5,69,0.26307065812636876,0.20659253710993825,0.4952566730975549,,,,7.381086997397975e-05,3,Adam,"[48, 69]",0.26307065812636876,0.20659253710993825,0.4952566730975549,,,,"[1302, 193]","[69, 48]","[48, 386]","[386, 1302]",,,,0.26307065812636876,0.20659253710993825,0.4952566730975549,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
13,13,0.44960665702819824,2023-04-05 10:33:11.564789,2023-04-05 10:33:21.301595,0 days 00:00:09.736806,5,65,0.3141011600283661,0.19923472234032633,,,,,9.109562950453397e-05,2,Adam,"[48, 65]",0.3141011600283661,0.19923472234032633,,,,,"[386, 193]","[65, 48]","[48, 386]",,,,,0.3141011600283661,0.19923472234032633,,,,,"[386, 48]","[193, 386]",,,,,COMPLETE
14,14,0.41775062680244446,2023-04-05 10:33:21.302571,2023-04-05 10:33:32.049870,0 days 00:00:10.747299,1,67,0.22470807955652458,0.22199557149219645,0.49286012869814433,,,,0.00014551451445435047,3,Adam,"[48, 67]",0.22470807955652458,0.22199557149219645,0.49286012869814433,,,,"[1302, 193]","[67, 48]","[48, 386]","[386, 1302]",,,,0.22470807955652458,0.22199557149219645,0.49286012869814433,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
15,15,1.032322645187378,2023-04-05 10:33:32.050821,2023-04-05 10:33:32.673774,0 days 00:00:00.622953,1,51,0.20804848789879504,0.15454274031003518,0.4990843180449108,0.49469168033394256,,,0.00010339739258846284,4,Adam,"[48, 51]",0.20804848789879504,0.15454274031003518,0.4990843180449108,0.49469168033394256,,,"[3088, 193]","[51, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.20804848789879504,0.15454274031003518,0.4990843180449108,0.49469168033394256,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
16,16,0.4167381227016449,2023-04-05 10:33:32.674607,2023-04-05 10:33:43.458677,0 days 00:00:10.784070,1,74,0.1949233955606536,0.249985328018412,0.49766503971756243,,,,0.0003579344984724079,3,Adam,"[48, 74]",0.1949233955606536,0.249985328018412,0.49766503971756243,,,,"[1302, 193]","[74, 48]","[48, 386]","[386, 1302]",,,,0.1949233955606536,0.249985328018412,0.49766503971756243,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
17,17,0.4287331998348236,2023-04-05 10:33:43.459906,2023-04-05 10:34:10.270726,0 days 00:00:26.810820,1,78,0.2157354838779865,0.26747189095149343,0.4105110240124402,0.37179602338954193,,,0.00044836166957712306,4,Adam,"[48, 78]",0.2157354838779865,0.26747189095149343,0.4105110240124402,0.37179602338954193,,,"[3088, 193]","[78, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.2157354838779865,0.26747189095149343,0.4105110240124402,0.37179602338954193,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
18,18,0.4418715834617615,2023-04-05 10:34:10.271749,2023-04-05 10:34:20.402538,0 days 00:00:10.130789,1,55,0.1452217310816623,0.25826063039387176,0.3305551562670476,,,,0.0016342265441940897,3,Adagrad,"[48, 55]",0.1452217310816623,0.25826063039387176,0.3305551562670476,,,,"[1302, 193]","[55, 48]","[48, 386]","[386, 1302]",,,,0.1452217310816623,0.25826063039387176,0.3305551562670476,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
19,19,0.3898470997810364,2023-04-05 10:34:20.403837,2023-04-05 10:34:47.210171,0 days 00:00:26.806334,1,81,0.18060422821505862,0.15715464629761752,0.45887755190425383,0.3532943619009761,,,0.0002697751320363801,4,Adam,"[48, 81]",0.18060422821505862,0.15715464629761752,0.45887755190425383,0.3532943619009761,,,"[3088, 193]","[81, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.18060422821505862,0.15715464629761752,0.45887755190425383,0.3532943619009761,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
20,20,0.3853079378604889,2023-04-05 10:34:47.211197,2023-04-05 10:35:13.987635,0 days 00:00:26.776438,3,78,0.1761235347896646,0.15110263898301157,0.4336411380994525,0.3365050675633628,,,0.0018666032052983064,4,Adam,"[48, 78]",0.1761235347896646,0.15110263898301157,0.4336411380994525,0.3365050675633628,,,"[3088, 193]","[78, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.1761235347896646,0.15110263898301157,0.4336411380994525,0.3365050675633628,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
21,21,0.38492581248283386,2023-04-05 10:35:13.988854,2023-04-05 10:35:40.765013,0 days 00:00:26.776159,3,78,0.17576831619037736,0.14190188462544412,0.442911289544375,0.3477325280640338,,,0.0016766040787832487,4,Adam,"[48, 78]",0.17576831619037736,0.14190188462544412,0.442911289544375,0.3477325280640338,,,"[3088, 193]","[78, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.17576831619037736,0.14190188462544412,0.442911289544375,0.3477325280640338,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
22,22,0.391805499792099,2023-04-05 10:35:40.766035,2023-04-05 10:36:07.547357,0 days 00:00:26.781322,3,86,0.17914368909322342,0.1275664927194189,0.43066244774959467,0.3538838392318313,,,0.001227340067829761,4,Adam,"[48, 86]",0.17914368909322342,0.1275664927194189,0.43066244774959467,0.3538838392318313,,,"[3088, 193]","[86, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.17914368909322342,0.1275664927194189,0.43066244774959467,0.3538838392318313,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
23,23,0.6887931823730469,2023-04-05 10:36:07.548395,2023-04-05 10:36:16.933351,0 days 00:00:09.384956,3,80,0.16493028341811714,0.13591680870825631,0.33755786701937274,0.33357556613753303,0.024583477964578326,,0.002172389471879629,5,Adam,"[48, 80]",0.16493028341811714,0.13591680870825631,0.33755786701937274,0.33357556613753303,0.024583477964578326,,"[6031, 193]","[80, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",,0.16493028341811714,0.13591680870825631,0.33755786701937274,0.33357556613753303,0.024583477964578326,,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",,PRUNED
24,24,0.4323808252811432,2023-04-05 10:36:16.934265,2023-04-05 10:36:43.709585,0 days 00:00:26.775320,3,103,0.2722760301648832,0.08944635199732875,0.4418199111522505,0.3830573663554633,,,0.0021710410672611266,4,Adam,"[48, 103]",0.2722760301648832,0.08944635199732875,0.4418199111522505,0.3830573663554633,,,"[3088, 193]","[103, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.2722760301648832,0.08944635199732875,0.4418199111522505,0.3830573663554633,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
25,25,0.6646894216537476,2023-04-05 10:36:43.710955,2023-04-05 10:36:53.124442,0 days 00:00:09.413487,3,57,0.24699773315565463,0.16659601322097575,0.4429975686930114,0.290839311203067,0.16807147319778856,,0.0007098232607382471,5,Adam,"[48, 57]",0.24699773315565463,0.16659601322097575,0.4429975686930114,0.290839311203067,0.16807147319778856,,"[6031, 193]","[57, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",,0.24699773315565463,0.16659601322097575,0.4429975686930114,0.290839311203067,0.16807147319778856,,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",,PRUNED
26,26,1468.0018310546875,2023-04-05 10:36:53.125184,2023-04-05 10:36:53.723044,0 days 00:00:00.597860,4,95,0.13243439691852177,0.09724698623151204,0.35945941820305405,0.40079891712584026,,,0.00284148176017663,4,RMSprop,"[48, 95]",0.13243439691852177,0.09724698623151204,0.35945941820305405,0.40079891712584026,,,"[3088, 193]","[95, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.13243439691852177,0.09724698623151204,0.35945941820305405,0.40079891712584026,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
27,27,1.0082643032073975,2023-04-05 10:36:53.724036,2023-04-05 10:36:54.284365,0 days 00:00:00.560329,3,84,0.1841799626148615,0.1652388894664271,0.29358252693355796,0.31406309225019574,,,0.0010634128047050007,4,SGD,"[48, 84]",0.1841799626148615,0.1652388894664271,0.29358252693355796,0.31406309225019574,,,"[3088, 193]","[84, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.1841799626148615,0.1652388894664271,0.29358252693355796,0.31406309225019574,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
28,28,1.0718594789505005,2023-04-05 10:36:54.285422,2023-04-05 10:36:54.868383,0 days 00:00:00.582961,3,72,0.1111381582804329,0.17988103330593466,0.4420311816049066,0.25842885609104116,,,0.011121821671099028,4,Adagrad,"[48, 72]",0.1111381582804329,0.17988103330593466,0.4420311816049066,0.25842885609104116,,,"[3088, 193]","[72, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.1111381582804329,0.17988103330593466,0.4420311816049066,0.25842885609104116,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
29,29,143.42440795898438,2023-04-05 10:36:54.870229,2023-04-05 10:36:57.401980,0 days 00:00:02.531751,3,33,0.19867075348188304,0.1149660945803882,0.3851924294334582,0.4188280456704183,0.011834648384914936,,0.0025721973298266066,5,RMSprop,"[48, 33]",0.19867075348188304,0.1149660945803882,0.3851924294334582,0.4188280456704183,0.011834648384914936,,"[6031, 193]","[33, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",,0.19867075348188304,0.1149660945803882,0.3851924294334582,0.4188280456704183,0.011834648384914936,,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",,PRUNED
30,30,0.655412495136261,2023-04-05 10:36:57.402739,2023-04-05 10:37:00.149250,0 days 00:00:02.746511,0,78,0.1642094726117999,0.13877624254883167,0.4583467787197555,0.3267405963391522,,,0.00023342623597561588,4,Adam,"[48, 78]",0.1642094726117999,0.13877624254883167,0.4583467787197555,0.3267405963391522,,,"[3088, 193]","[78, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.1642094726117999,0.13877624254883167,0.4583467787197555,0.3267405963391522,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
31,31,0.4174639582633972,2023-04-05 10:37:00.150267,2023-04-05 10:37:26.917583,0 days 00:00:26.767316,3,86,0.1939839861341715,0.11553168831408557,0.4078291839045624,0.34698402995296773,,,0.0010709446568428983,4,Adam,"[48, 86]",0.1939839861341715,0.11553168831408557,0.4078291839045624,0.34698402995296773,,,"[3088, 193]","[86, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.1939839861341715,0.11553168831408557,0.4078291839045624,0.34698402995296773,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
32,32,0.6574693918228149,2023-04-05 10:37:26.918683,2023-04-05 10:37:29.104745,0 days 00:00:02.186062,3,92,0.23817176451633876,0.07260799354865542,0.45675893246618604,0.37583519257000836,,,0.0034291118897629095,4,Adam,"[48, 92]",0.23817176451633876,0.07260799354865542,0.45675893246618604,0.37583519257000836,,,"[3088, 193]","[92, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.23817176451633876,0.07260799354865542,0.45675893246618604,0.37583519257000836,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
33,33,1.8659051656723022,2023-04-05 10:37:29.105579,2023-04-05 10:37:31.718055,0 days 00:00:02.612476,2,83,0.16447959127810163,0.12668916304665068,0.4061779174745456,0.34145547708740204,0.4908684506918076,,0.001365761139447097,5,Adam,"[48, 83]",0.16447959127810163,0.12668916304665068,0.4061779174745456,0.34145547708740204,0.4908684506918076,,"[6031, 193]","[83, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",,0.16447959127810163,0.12668916304665068,0.4061779174745456,0.34145547708740204,0.4908684506918076,,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",,PRUNED
34,34,0.6673864126205444,2023-04-05 10:37:31.719064,2023-04-05 10:38:05.662714,0 days 00:00:33.943650,3,89,0.1322735609016621,0.0543008896573237,0.42664589275777165,0.2995636237840115,0.1335470836272633,0.016380805813308974,0.0006807383150173488,6,Adam,"[48, 89]",0.1322735609016621,0.0543008896573237,0.42664589275777165,0.2995636237840115,0.1335470836272633,0.016380805813308974,"[10422, 193]","[89, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]","[6031, 10422]",0.1322735609016621,0.0543008896573237,0.42664589275777165,0.2995636237840115,0.1335470836272633,0.016380805813308974,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[10422, 6031]","[193, 10422]",PRUNED
35,35,1.749651312828064,2023-04-05 10:38:05.663771,2023-04-05 10:38:06.274165,0 days 00:00:00.610394,4,100,0.08647353021074249,0.1794331533242844,0.4676415642734225,0.4345828185788793,,,0.005048178865400729,4,Adam,"[48, 100]",0.08647353021074249,0.1794331533242844,0.4676415642734225,0.4345828185788793,,,"[3088, 193]","[100, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.08647353021074249,0.1794331533242844,0.4676415642734225,0.4345828185788793,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
36,36,0.6681756973266602,2023-04-05 10:38:06.274953,2023-04-05 10:38:08.393653,0 days 00:00:02.118700,3,126,0.17554645640910171,0.14367155020793107,0.42222745414048846,0.3578701619741281,,,0.0013088546433669996,4,Adagrad,"[48, 126]",0.17554645640910171,0.14367155020793107,0.42222745414048846,0.3578701619741281,,,"[3088, 193]","[126, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.17554645640910171,0.14367155020793107,0.42222745414048846,0.3578701619741281,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
37,37,68.05357360839844,2023-04-05 10:38:08.394518,2023-04-05 10:38:11.008885,0 days 00:00:02.614367,2,91,0.22217394318775593,0.10737458248364763,0.3746020554356655,0.2392266956319839,0.26558351208456954,,0.00413817752543337,5,Adam,"[48, 91]",0.22217394318775593,0.10737458248364763,0.3746020554356655,0.2392266956319839,0.26558351208456954,,"[6031, 193]","[91, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",,0.22217394318775593,0.10737458248364763,0.3746020554356655,0.2392266956319839,0.26558351208456954,,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",,PRUNED
38,38,0.6542752385139465,2023-04-05 10:38:11.009677,2023-04-05 10:38:12.129637,0 days 00:00:01.119960,3,60,0.4977720336078788,0.013705383897485407,0.47251665046198743,,,,0.0007665664659826822,3,RMSprop,"[48, 60]",0.4977720336078788,0.013705383897485407,0.47251665046198743,,,,"[1302, 193]","[60, 48]","[48, 386]","[386, 1302]",,,,0.4977720336078788,0.013705383897485407,0.47251665046198743,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
39,39,1.0718108415603638,2023-04-05 10:38:12.130713,2023-04-05 10:38:14.533860,0 days 00:00:02.403147,0,74,0.13331042192079823,0.04940101979171663,0.4319468216158632,0.3982779775034557,0.3779190310850056,,0.007579863476579323,5,SGD,"[48, 74]",0.13331042192079823,0.04940101979171663,0.4319468216158632,0.3982779775034557,0.3779190310850056,,"[6031, 193]","[74, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",,0.13331042192079823,0.04940101979171663,0.4319468216158632,0.3982779775034557,0.3779190310850056,,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",,PRUNED
40,40,0.2423044741153717,2023-04-05 10:38:14.534632,2023-04-05 10:38:41.364570,0 days 00:00:26.829938,4,83,0.07514886983033164,5.520592866686824e-05,0.39916910618585216,0.30519778005295145,,,0.002026225956836564,4,Adam,"[48, 83]",0.07514886983033164,5.520592866686824e-05,0.39916910618585216,0.30519778005295145,,,"[3088, 193]","[83, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.07514886983033164,5.520592866686824e-05,0.39916910618585216,0.30519778005295145,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
41,41,0.23367978632450104,2023-04-05 10:38:41.365623,2023-04-05 10:39:08.152573,0 days 00:00:26.786950,4,82,0.08145204069723769,0.028253913909928957,0.3980686387392152,0.30575915117005237,,,0.0016890636886414952,4,Adam,"[48, 82]",0.08145204069723769,0.028253913909928957,0.3980686387392152,0.30575915117005237,,,"[3088, 193]","[82, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.08145204069723769,0.028253913909928957,0.3980686387392152,0.30575915117005237,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
42,42,0.2103556990623474,2023-04-05 10:39:08.153567,2023-04-05 10:39:34.598838,0 days 00:00:26.445271,4,80,0.06771307094285306,0.0007281970399223601,0.3844057352155013,0.3039794954016792,,,0.0017990954755686976,4,Adam,"[48, 80]",0.06771307094285306,0.0007281970399223601,0.3844057352155013,0.3039794954016792,,,"[3088, 193]","[80, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.06771307094285306,0.0007281970399223601,0.3844057352155013,0.3039794954016792,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
43,43,0.22157235443592072,2023-04-05 10:39:34.599985,2023-04-05 10:40:01.041811,0 days 00:00:26.441826,4,76,0.05980862037637053,0.002057064504793923,0.38167905693486875,0.2833622258974239,,,0.0019370455375030712,4,Adam,"[48, 76]",0.05980862037637053,0.002057064504793923,0.38167905693486875,0.2833622258974239,,,"[3088, 193]","[76, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.05980862037637053,0.002057064504793923,0.38167905693486875,0.2833622258974239,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,COMPLETE
44,44,0.20806513726711273,2023-04-05 10:40:01.042852,2023-04-05 10:40:11.902702,0 days 00:00:10.859850,4,73,0.053337008154114525,0.0037636881282938337,0.38812392205404445,,,,0.0033247088248992865,3,Adam,"[48, 73]",0.053337008154114525,0.0037636881282938337,0.38812392205404445,,,,"[1302, 193]","[73, 48]","[48, 386]","[386, 1302]",,,,0.053337008154114525,0.0037636881282938337,0.38812392205404445,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
45,45,0.215511754155159,2023-04-05 10:40:11.903725,2023-04-05 10:40:22.693481,0 days 00:00:10.789756,4,62,0.055811398690943405,0.005291175030726884,0.35864371076512414,,,,0.003356303497433423,3,Adam,"[48, 62]",0.055811398690943405,0.005291175030726884,0.35864371076512414,,,,"[1302, 193]","[62, 48]","[48, 386]","[386, 1302]",,,,0.055811398690943405,0.005291175030726884,0.35864371076512414,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
