,number,value,datetime_start,datetime_complete,duration,params_activation,params_bottleneck_size,params_dropout_l1,params_dropout_l2,params_dropout_l3,params_dropout_l4,params_dropout_l5,params_dropout_l6,params_lr,params_n_layers,params_optimizer,user_attrs_bottleneck,user_attrs_decoder_dropout1,user_attrs_decoder_dropout2,user_attrs_decoder_dropout3,user_attrs_decoder_dropout4,user_attrs_decoder_dropout5,user_attrs_decoder_dropout6,user_attrs_decoder_final,user_attrs_decoder_layer1,user_attrs_decoder_layer2,user_attrs_decoder_layer3,user_attrs_decoder_layer4,user_attrs_decoder_layer5,user_attrs_decoder_layer6,user_attrs_encoder_dropout1,user_attrs_encoder_dropout2,user_attrs_encoder_dropout3,user_attrs_encoder_dropout4,user_attrs_encoder_dropout5,user_attrs_encoder_dropout6,user_attrs_encoder_layer1,user_attrs_encoder_layer2,user_attrs_encoder_layer3,user_attrs_encoder_layer4,user_attrs_encoder_layer5,user_attrs_encoder_layer6,state
117,117,0.5594546794891357,2023-04-05 17:13:27.313961,2023-04-05 17:13:27.554119,0 days 00:00:00.240158,2,118,0.06654008353615143,0.21882870743632035,0.2380086737646625,,,,0.0008460140003501083,3,Adagrad,"[48, 118]",0.06654008353615143,0.21882870743632035,0.2380086737646625,,,,"[1302, 193]","[118, 48]","[48, 386]","[386, 1302]",,,,0.06654008353615143,0.21882870743632035,0.2380086737646625,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
118,118,0.21909599006175995,2023-04-05 17:13:27.554872,2023-04-05 17:13:33.815641,0 days 00:00:06.260769,2,123,0.054090475676899806,0.2315070945275203,0.2152345546776932,,,,0.0012871719057954267,3,Adam,"[48, 123]",0.054090475676899806,0.2315070945275203,0.2152345546776932,,,,"[1302, 193]","[123, 48]","[48, 386]","[386, 1302]",,,,0.054090475676899806,0.2315070945275203,0.2152345546776932,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
119,119,0.16992218792438507,2023-04-05 17:13:33.816387,2023-04-05 17:13:44.659556,0 days 00:00:10.843169,2,120,0.016813536749737106,0.19538330572137172,0.2553066215203468,,,,0.0014815700275287262,3,Adam,"[48, 120]",0.016813536749737106,0.19538330572137172,0.2553066215203468,,,,"[1302, 193]","[120, 48]","[48, 386]","[386, 1302]",,,,0.016813536749737106,0.19538330572137172,0.2553066215203468,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
120,120,0.9603118896484375,2023-04-05 17:13:44.660499,2023-04-05 17:13:44.892499,0 days 00:00:00.232000,2,125,0.009718682124947586,0.25472644888554,0.24650501533690788,,,,0.0022260733600761103,3,SGD,"[48, 125]",0.009718682124947586,0.25472644888554,0.24650501533690788,,,,"[1302, 193]","[125, 48]","[48, 386]","[386, 1302]",,,,0.009718682124947586,0.25472644888554,0.24650501533690788,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
121,121,0.2064753621816635,2023-04-05 17:13:44.893192,2023-04-05 17:13:55.734624,0 days 00:00:10.841432,2,110,0.004685296473919576,0.24388986607415186,0.17050140168509,,,,0.0006667682218946834,3,Adam,"[48, 110]",0.004685296473919576,0.24388986607415186,0.17050140168509,,,,"[1302, 193]","[110, 48]","[48, 386]","[386, 1302]",,,,0.004685296473919576,0.24388986607415186,0.17050140168509,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
122,122,0.15385499596595764,2023-04-05 17:13:55.735695,2023-04-05 17:14:06.641970,0 days 00:00:10.906275,2,116,0.00040474995804348085,0.21769096708196853,0.226966905095504,,,,0.0009664805287813156,3,Adam,"[48, 116]",0.00040474995804348085,0.21769096708196853,0.226966905095504,,,,"[1302, 193]","[116, 48]","[48, 386]","[386, 1302]",,,,0.00040474995804348085,0.21769096708196853,0.226966905095504,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
123,123,0.19289660453796387,2023-04-05 17:14:06.642953,2023-04-05 17:14:17.453859,0 days 00:00:10.810906,2,122,0.028701763360015165,0.21737383281649375,0.24549789861887136,,,,0.0010071897675814662,3,Adam,"[48, 122]",0.028701763360015165,0.21737383281649375,0.24549789861887136,,,,"[1302, 193]","[122, 48]","[48, 386]","[386, 1302]",,,,0.028701763360015165,0.21737383281649375,0.24549789861887136,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
124,124,0.17191876471042633,2023-04-05 17:14:17.454814,2023-04-05 17:14:28.285105,0 days 00:00:10.830291,2,118,0.01940633629758294,0.22672741324916038,0.23114601111265906,,,,0.0017478074433183767,3,Adam,"[48, 118]",0.01940633629758294,0.22672741324916038,0.23114601111265906,,,,"[1302, 193]","[118, 48]","[48, 386]","[386, 1302]",,,,0.01940633629758294,0.22672741324916038,0.23114601111265906,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
125,125,0.3458022475242615,2023-04-05 17:14:28.286108,2023-04-05 17:14:29.180983,0 days 00:00:00.894875,2,116,0.04156832721259601,0.23605866489541427,0.21220914412343728,,,,0.000808949705620659,3,Adam,"[48, 116]",0.04156832721259601,0.23605866489541427,0.21220914412343728,,,,"[1302, 193]","[116, 48]","[48, 386]","[386, 1302]",,,,0.04156832721259601,0.23605866489541427,0.21220914412343728,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
126,126,0.9523815512657166,2023-04-05 17:14:29.181723,2023-04-05 17:14:29.426584,0 days 00:00:00.244861,2,120,0.0008419744990167497,0.21576346649345673,0.19188696323152282,,,,0.001201520458778869,3,RMSprop,"[48, 120]",0.0008419744990167497,0.21576346649345673,0.19188696323152282,,,,"[1302, 193]","[120, 48]","[48, 386]","[386, 1302]",,,,0.0008419744990167497,0.21576346649345673,0.19188696323152282,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
127,127,0.7113239765167236,2023-04-05 17:14:29.427286,2023-04-05 17:14:29.680623,0 days 00:00:00.253337,0,126,0.024735108294235454,0.20198509044569718,0.22883417639808318,,,,0.002782686320605082,3,Adam,"[48, 126]",0.024735108294235454,0.20198509044569718,0.22883417639808318,,,,"[1302, 193]","[126, 48]","[48, 386]","[386, 1302]",,,,0.024735108294235454,0.20198509044569718,0.22883417639808318,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
128,128,0.14667409658432007,2023-04-05 17:14:29.681379,2023-04-05 17:14:40.512779,0 days 00:00:10.831400,2,121,0.012423340666588845,0.15366583797018576,0.18083580498026294,,,,0.0009277414501608495,3,Adam,"[48, 121]",0.012423340666588845,0.15366583797018576,0.18083580498026294,,,,"[1302, 193]","[121, 48]","[48, 386]","[386, 1302]",,,,0.012423340666588845,0.15366583797018576,0.18083580498026294,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
129,129,0.651266872882843,2023-04-05 17:14:40.513813,2023-04-05 17:14:40.767195,0 days 00:00:00.253382,3,122,0.014105291075613972,0.1558469312903949,0.18023590276130316,,,,0.0009350870637253693,3,Adam,"[48, 122]",0.014105291075613972,0.1558469312903949,0.18023590276130316,,,,"[1302, 193]","[122, 48]","[48, 386]","[386, 1302]",,,,0.014105291075613972,0.1558469312903949,0.18023590276130316,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
130,130,0.19654080271720886,2023-04-05 17:14:40.767987,2023-04-05 17:14:50.515343,0 days 00:00:09.747356,2,32,0.03524020685663713,0.17811139744725185,0.15169768247804916,,,,0.0016321011708665455,3,Adam,"[48, 32]",0.03524020685663713,0.17811139744725185,0.15169768247804916,,,,"[1302, 193]","[32, 48]","[48, 386]","[386, 1302]",,,,0.03524020685663713,0.17811139744725185,0.15169768247804916,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
131,131,0.15677510201931,2023-04-05 17:14:50.516213,2023-04-05 17:15:01.327153,0 days 00:00:10.810940,2,118,0.01124921039053859,0.13300480505152315,0.16711372096724253,,,,0.0007216662843851069,3,Adam,"[48, 118]",0.01124921039053859,0.13300480505152315,0.16711372096724253,,,,"[1302, 193]","[118, 48]","[48, 386]","[386, 1302]",,,,0.01124921039053859,0.13300480505152315,0.16711372096724253,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
132,132,0.1365431696176529,2023-04-05 17:15:01.328363,2023-04-05 17:15:12.155857,0 days 00:00:10.827494,2,118,0.01213666827762362,0.14376706166840303,0.16038809430460654,,,,0.0011655475624667271,3,Adam,"[48, 118]",0.01213666827762362,0.14376706166840303,0.16038809430460654,,,,"[1302, 193]","[118, 48]","[48, 386]","[386, 1302]",,,,0.01213666827762362,0.14376706166840303,0.16038809430460654,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
133,133,0.13723278045654297,2023-04-05 17:15:12.156912,2023-04-05 17:15:22.979260,0 days 00:00:10.822348,2,118,0.012623055591707042,0.12816282198303125,0.16768398363809767,,,,0.0012004696685249863,3,Adam,"[48, 118]",0.012623055591707042,0.12816282198303125,0.16768398363809767,,,,"[1302, 193]","[118, 48]","[48, 386]","[386, 1302]",,,,0.012623055591707042,0.12816282198303125,0.16768398363809767,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
134,134,0.16234469413757324,2023-04-05 17:15:22.980294,2023-04-05 17:15:33.804682,0 days 00:00:10.824388,2,119,0.017840346934644084,0.12540215925044934,0.14204665431036123,,,,0.0012754766621016777,3,Adam,"[48, 119]",0.017840346934644084,0.12540215925044934,0.14204665431036123,,,,"[1302, 193]","[119, 48]","[48, 386]","[386, 1302]",,,,0.017840346934644084,0.12540215925044934,0.14204665431036123,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
135,135,0.15603691339492798,2023-04-05 17:15:33.805657,2023-04-05 17:15:44.626854,0 days 00:00:10.821197,2,123,0.025680287796551616,0.15063794623467464,0.1548792175818072,,,,0.0014993799620458845,3,Adam,"[48, 123]",0.025680287796551616,0.15063794623467464,0.1548792175818072,,,,"[1302, 193]","[123, 48]","[48, 386]","[386, 1302]",,,,0.025680287796551616,0.15063794623467464,0.1548792175818072,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
136,136,0.169043630361557,2023-04-05 17:15:44.628107,2023-04-05 17:15:55.436727,0 days 00:00:10.808620,2,125,0.02657710384483842,0.14252134168067457,0.15538529722162364,,,,0.0015190011790684195,3,Adam,"[48, 125]",0.02657710384483842,0.14252134168067457,0.15538529722162364,,,,"[1302, 193]","[125, 48]","[48, 386]","[386, 1302]",,,,0.02657710384483842,0.14252134168067457,0.15538529722162364,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
137,137,0.6772810816764832,2023-04-05 17:15:55.437716,2023-04-05 17:15:55.691066,0 days 00:00:00.253350,1,123,0.04449250213978745,0.15638567437609585,0.13382594776008044,,,,0.0019572368922398673,3,Adam,"[48, 123]",0.04449250213978745,0.15638567437609585,0.13382594776008044,,,,"[1302, 193]","[123, 48]","[48, 386]","[386, 1302]",,,,0.04449250213978745,0.15638567437609585,0.13382594776008044,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
138,138,0.3737320005893707,2023-04-05 17:15:55.692201,2023-04-05 17:15:56.376271,0 days 00:00:00.684070,2,127,0.16984548617136902,0.16643908178144262,0.17926875492229616,,,,0.0011669692910408701,3,Adam,"[48, 127]",0.16984548617136902,0.16643908178144262,0.17926875492229616,,,,"[1302, 193]","[127, 48]","[48, 386]","[386, 1302]",,,,0.16984548617136902,0.16643908178144262,0.17926875492229616,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
139,139,0.5752798318862915,2023-04-05 17:15:56.377120,2023-04-05 17:15:56.632473,0 days 00:00:00.255353,5,128,0.03239206571045391,0.1406009373048829,0.12697747177243765,,,,0.0037091011286805816,3,Adam,"[48, 128]",0.03239206571045391,0.1406009373048829,0.12697747177243765,,,,"[1302, 193]","[128, 48]","[48, 386]","[386, 1302]",,,,0.03239206571045391,0.1406009373048829,0.12697747177243765,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
140,140,0.4212998151779175,2023-04-05 17:15:56.633208,2023-04-05 17:15:57.832724,0 days 00:00:01.199516,2,124,0.055693697528476874,0.12034020000456558,0.14430264939532267,0.053108922990820484,,,0.0014763341933755625,4,Adam,"[48, 124]",0.055693697528476874,0.12034020000456558,0.14430264939532267,0.053108922990820484,,,"[3088, 193]","[124, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,,0.055693697528476874,0.12034020000456558,0.14430264939532267,0.053108922990820484,,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,,PRUNED
141,141,0.12219442427158356,2023-04-05 17:15:57.833458,2023-04-05 17:16:08.720261,0 days 00:00:10.886803,2,118,0.00023469072974108707,0.12718950434613593,0.16387595050101333,,,,0.0007309105934348824,3,Adam,"[48, 118]",0.00023469072974108707,0.12718950434613593,0.16387595050101333,,,,"[1302, 193]","[118, 48]","[48, 386]","[386, 1302]",,,,0.00023469072974108707,0.12718950434613593,0.16387595050101333,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
142,142,0.1482817530632019,2023-04-05 17:16:08.722844,2023-04-05 17:16:19.546673,0 days 00:00:10.823829,2,121,0.01090657851537084,0.11122238511605353,0.1731911216194384,,,,0.0008302391349178501,3,Adam,"[48, 121]",0.01090657851537084,0.11122238511605353,0.1731911216194384,,,,"[1302, 193]","[121, 48]","[48, 386]","[386, 1302]",,,,0.01090657851537084,0.11122238511605353,0.1731911216194384,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
143,143,0.13607673346996307,2023-04-05 17:16:19.548019,2023-04-05 17:16:30.383248,0 days 00:00:10.835229,2,117,0.01095568164013147,0.11536397507416726,0.1872948385863825,,,,0.0008683235095314686,3,Adam,"[48, 117]",0.01095568164013147,0.11536397507416726,0.1872948385863825,,,,"[1302, 193]","[117, 48]","[48, 386]","[386, 1302]",,,,0.01095568164013147,0.11536397507416726,0.1872948385863825,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
144,144,0.15080396831035614,2023-04-05 17:16:30.384316,2023-04-05 17:16:41.204073,0 days 00:00:10.819757,2,117,0.013974225438836663,0.10979278896370821,0.1726553959648807,,,,0.0008503767913811532,3,Adam,"[48, 117]",0.013974225438836663,0.10979278896370821,0.1726553959648807,,,,"[1302, 193]","[117, 48]","[48, 386]","[386, 1302]",,,,0.013974225438836663,0.10979278896370821,0.1726553959648807,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
145,145,0.13863442838191986,2023-04-05 17:16:41.205546,2023-04-05 17:16:52.038356,0 days 00:00:10.832810,2,120,0.011595176640793778,0.11192198514288544,0.1731323937398805,,,,0.0007974196011178628,3,Adam,"[48, 120]",0.011595176640793778,0.11192198514288544,0.1731323937398805,,,,"[1302, 193]","[120, 48]","[48, 386]","[386, 1302]",,,,0.011595176640793778,0.11192198514288544,0.1731323937398805,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
146,146,0.46913203597068787,2023-04-05 17:16:52.039380,2023-04-05 17:16:52.509365,0 days 00:00:00.469985,2,121,0.01593012694164394,0.10317913216451845,0.17224201895840158,,,,0.0008287528700424707,3,Adam,"[48, 121]",0.01593012694164394,0.10317913216451845,0.17224201895840158,,,,"[1302, 193]","[121, 48]","[48, 386]","[386, 1302]",,,,0.01593012694164394,0.10317913216451845,0.17224201895840158,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
147,147,0.39470788836479187,2023-04-05 17:16:52.510367,2023-04-05 17:16:53.194818,0 days 00:00:00.684451,2,117,0.04037934426153928,0.11235479179665935,0.1881068686250536,,,,0.0008042785818372538,3,Adam,"[48, 117]",0.04037934426153928,0.11235479179665935,0.1881068686250536,,,,"[1302, 193]","[117, 48]","[48, 386]","[386, 1302]",,,,0.04037934426153928,0.11235479179665935,0.1881068686250536,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
148,148,0.34185853600502014,2023-04-05 17:16:53.195777,2023-04-05 17:16:54.093141,0 days 00:00:00.897364,2,120,0.011524534405914116,0.09454100792375941,0.16483625778254685,,,,0.0011160646883614286,3,Adam,"[48, 120]",0.011524534405914116,0.09454100792375941,0.16483625778254685,,,,"[1302, 193]","[120, 48]","[48, 386]","[386, 1302]",,,,0.011524534405914116,0.09454100792375941,0.16483625778254685,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
149,149,0.9926003813743591,2023-04-05 17:16:54.093891,2023-04-05 17:16:54.328180,0 days 00:00:00.234289,2,119,0.021470512039463693,0.11025304621588658,0.17856560753530745,,,,0.0006718614500446036,3,SGD,"[48, 119]",0.021470512039463693,0.11025304621588658,0.17856560753530745,,,,"[1302, 193]","[119, 48]","[48, 386]","[386, 1302]",,,,0.021470512039463693,0.11025304621588658,0.17856560753530745,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
150,150,0.445762038230896,2023-04-05 17:16:54.328928,2023-04-05 17:16:54.776206,0 days 00:00:00.447278,2,121,0.03586062311843635,0.13048810229985583,0.15623198596083654,,,,0.000924590782282913,3,Adagrad,"[48, 121]",0.03586062311843635,0.13048810229985583,0.15623198596083654,,,,"[1302, 193]","[121, 48]","[48, 386]","[386, 1302]",,,,0.03586062311843635,0.13048810229985583,0.15623198596083654,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
151,151,0.5297208428382874,2023-04-05 17:16:54.777104,2023-04-05 17:16:55.032611,0 days 00:00:00.255507,2,113,0.009674248503513498,0.1189910442193117,0.19391215725309094,,,,0.00048808817402537074,3,Adam,"[48, 113]",0.009674248503513498,0.1189910442193117,0.19391215725309094,,,,"[1302, 193]","[113, 48]","[48, 386]","[386, 1302]",,,,0.009674248503513498,0.1189910442193117,0.19391215725309094,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
152,152,0.5390510559082031,2023-04-05 17:16:55.033501,2023-04-05 17:16:55.287294,0 days 00:00:00.253793,2,117,0.021201443530427026,0.13208789309852015,0.17585686434996714,,,,0.0005688022394387752,3,Adam,"[48, 117]",0.021201443530427026,0.13208789309852015,0.17585686434996714,,,,"[1302, 193]","[117, 48]","[48, 386]","[386, 1302]",,,,0.021201443530427026,0.13208789309852015,0.17585686434996714,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
153,153,0.5211342573165894,2023-04-05 17:16:55.288202,2023-04-05 17:16:55.542640,0 days 00:00:00.254438,2,115,0.22400312256170046,0.11618635647486032,0.14820075773925812,,,,0.0007858880536698867,3,Adam,"[48, 115]",0.22400312256170046,0.11618635647486032,0.14820075773925812,,,,"[1302, 193]","[115, 48]","[48, 386]","[386, 1302]",,,,0.22400312256170046,0.11618635647486032,0.14820075773925812,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
154,154,0.15124312043190002,2023-04-05 17:16:55.543393,2023-04-05 17:17:06.353281,0 days 00:00:10.809888,2,60,0.010719856131656883,0.13989122361999626,0.18798208773071565,,,,0.001287427742010999,3,Adam,"[48, 60]",0.010719856131656883,0.13989122361999626,0.18798208773071565,,,,"[1302, 193]","[60, 48]","[48, 386]","[386, 1302]",,,,0.010719856131656883,0.13989122361999626,0.18798208773071565,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
155,155,0.14415878057479858,2023-04-05 17:17:06.354274,2023-04-05 17:17:17.168597,0 days 00:00:10.814323,2,57,0.01119851833904869,0.14090758113736346,0.16314135311187872,,,,0.0012229224513687032,3,Adam,"[48, 57]",0.01119851833904869,0.14090758113736346,0.16314135311187872,,,,"[1302, 193]","[57, 48]","[48, 386]","[386, 1302]",,,,0.01119851833904869,0.14090758113736346,0.16314135311187872,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
156,156,0.3270483613014221,2023-04-05 17:17:17.169565,2023-04-05 17:17:18.066303,0 days 00:00:00.896738,2,51,0.0945323936587596,0.12723827806640695,0.1629640369302873,,,,0.0010582452930785035,3,Adam,"[48, 51]",0.0945323936587596,0.12723827806640695,0.1629640369302873,,,,"[1302, 193]","[51, 48]","[48, 386]","[386, 1302]",,,,0.0945323936587596,0.12723827806640695,0.1629640369302873,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
157,157,1.0911692380905151,2023-04-05 17:17:18.067254,2023-04-05 17:17:18.313670,0 days 00:00:00.246416,2,119,0.028969372200933596,0.09938321485101939,0.13680047739989626,,,,0.0018045011288175129,3,RMSprop,"[48, 119]",0.028969372200933596,0.09938321485101939,0.13680047739989626,,,,"[1302, 193]","[119, 48]","[48, 386]","[386, 1302]",,,,0.028969372200933596,0.09938321485101939,0.13680047739989626,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
158,158,0.4128962755203247,2023-04-05 17:17:18.314361,2023-04-05 17:17:18.784812,0 days 00:00:00.470451,2,47,0.07447601425532446,0.136634309349014,0.11453079975208441,,,,0.0009167737920706676,3,Adam,"[48, 47]",0.07447601425532446,0.136634309349014,0.11453079975208441,,,,"[1302, 193]","[47, 48]","[48, 386]","[386, 1302]",,,,0.07447601425532446,0.136634309349014,0.11453079975208441,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
159,159,0.5284579396247864,2023-04-05 17:17:18.785558,2023-04-05 17:17:19.042729,0 days 00:00:00.257171,4,37,0.017019839474235507,0.14539143940090096,0.12528234836513613,,,,0.0012091304638878898,3,Adam,"[48, 37]",0.017019839474235507,0.14539143940090096,0.12528234836513613,,,,"[1302, 193]","[37, 48]","[48, 386]","[386, 1302]",,,,0.017019839474235507,0.14539143940090096,0.12528234836513613,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
160,160,0.3838181793689728,2023-04-05 17:17:19.043511,2023-04-05 17:17:19.725204,0 days 00:00:00.681693,2,68,0.04832619524248692,0.10926925828192634,0.16916306848880028,,,,0.0006962581818653248,3,Adam,"[48, 68]",0.04832619524248692,0.10926925828192634,0.16916306848880028,,,,"[1302, 193]","[68, 48]","[48, 386]","[386, 1302]",,,,0.04832619524248692,0.10926925828192634,0.16916306848880028,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
161,161,0.14518555998802185,2023-04-05 17:17:19.725880,2023-04-05 17:17:30.553141,0 days 00:00:10.827261,2,57,0.009581097252326245,0.15001633109466253,0.15693961309855595,,,,0.0012754267601342735,3,Adam,"[48, 57]",0.009581097252326245,0.15001633109466253,0.15693961309855595,,,,"[1302, 193]","[57, 48]","[48, 386]","[386, 1302]",,,,0.009581097252326245,0.15001633109466253,0.15693961309855595,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
162,162,0.12800417840480804,2023-04-05 17:17:30.554148,2023-04-05 17:17:41.374236,0 days 00:00:10.820088,2,58,0.00044456244088383575,0.15492648208638368,0.15505403992537084,,,,0.0014101797131697966,3,Adam,"[48, 58]",0.00044456244088383575,0.15492648208638368,0.15505403992537084,,,,"[1302, 193]","[58, 48]","[48, 386]","[386, 1302]",,,,0.00044456244088383575,0.15492648208638368,0.15505403992537084,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
163,163,0.7074202299118042,2023-04-05 17:17:41.375269,2023-04-05 17:17:52.216505,0 days 00:00:10.841236,2,58,0.006908842021574602,0.15755115372349576,0.1464954660025853,,,,0.002235072105596128,3,Adam,"[48, 58]",0.006908842021574602,0.15755115372349576,0.1464954660025853,,,,"[1302, 193]","[58, 48]","[48, 386]","[386, 1302]",,,,0.006908842021574602,0.15755115372349576,0.1464954660025853,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
164,164,0.16125020384788513,2023-04-05 17:17:52.217526,2023-04-05 17:18:03.063089,0 days 00:00:10.845563,2,62,0.027164703450639913,0.1493683029396768,0.15928496567182637,,,,0.0013896183763854788,3,Adam,"[48, 62]",0.027164703450639913,0.1493683029396768,0.15928496567182637,,,,"[1302, 193]","[62, 48]","[48, 386]","[386, 1302]",,,,0.027164703450639913,0.1493683029396768,0.15928496567182637,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
165,165,0.7434285283088684,2023-04-05 17:18:03.064157,2023-04-05 17:18:03.345329,0 days 00:00:00.281172,0,56,0.13065136008658693,0.16874110219881383,0.15305101461543694,,,,0.0017184742653098253,3,Adam,"[48, 56]",0.13065136008658693,0.16874110219881383,0.15305101461543694,,,,"[1302, 193]","[56, 48]","[48, 386]","[386, 1302]",,,,0.13065136008658693,0.16874110219881383,0.15305101461543694,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
166,166,0.1643752008676529,2023-04-05 17:18:03.347843,2023-04-05 17:18:14.229548,0 days 00:00:10.881705,2,53,0.008464575140098182,0.16499512384263776,0.13865130407033363,,,,0.001097665976553119,3,Adam,"[48, 53]",0.008464575140098182,0.16499512384263776,0.13865130407033363,,,,"[1302, 193]","[53, 48]","[48, 386]","[386, 1302]",,,,0.008464575140098182,0.16499512384263776,0.13865130407033363,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
167,167,0.6475979685783386,2023-04-05 17:18:14.230538,2023-04-05 17:18:14.488132,0 days 00:00:00.257594,3,58,0.002754516104367337,0.13160826622012464,0.1867612956025385,,,,0.001281200967810888,3,Adam,"[48, 58]",0.002754516104367337,0.13160826622012464,0.1867612956025385,,,,"[1302, 193]","[58, 48]","[48, 386]","[386, 1302]",,,,0.002754516104367337,0.13160826622012464,0.1867612956025385,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
168,168,0.16587059199810028,2023-04-05 17:18:14.488923,2023-04-05 17:18:25.341767,0 days 00:00:10.852844,2,49,0.01948141045023857,0.1200386440681313,0.16086730379547104,,,,0.0019701553789701768,3,Adam,"[48, 49]",0.01948141045023857,0.1200386440681313,0.16086730379547104,,,,"[1302, 193]","[49, 48]","[48, 386]","[386, 1302]",,,,0.01948141045023857,0.1200386440681313,0.16086730379547104,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
169,169,0.1393006145954132,2023-04-05 17:18:25.342759,2023-04-05 17:18:36.161321,0 days 00:00:10.818562,2,55,0.001798215339801421,0.15016997495555126,0.18094438841001123,,,,0.0015233613958244448,3,Adam,"[48, 55]",0.001798215339801421,0.15016997495555126,0.18094438841001123,,,,"[1302, 193]","[55, 48]","[48, 386]","[386, 1302]",,,,0.001798215339801421,0.15016997495555126,0.18094438841001123,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
170,170,0.40639379620552063,2023-04-05 17:18:36.162279,2023-04-05 17:18:36.633679,0 days 00:00:00.471400,2,54,0.14190172854718894,0.1497766702952603,0.12499311152967466,,,,0.0010023077581036914,3,Adam,"[48, 54]",0.14190172854718894,0.1497766702952603,0.12499311152967466,,,,"[1302, 193]","[54, 48]","[48, 386]","[386, 1302]",,,,0.14190172854718894,0.1497766702952603,0.12499311152967466,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,PRUNED
171,171,0.13828398287296295,2023-04-05 17:18:36.634451,2023-04-05 17:18:47.460147,0 days 00:00:10.825696,2,56,0.00042980507174221125,0.15650171271708135,0.17861920372990792,,,,0.0016358830435415635,3,Adam,"[48, 56]",0.00042980507174221125,0.15650171271708135,0.17861920372990792,,,,"[1302, 193]","[56, 48]","[48, 386]","[386, 1302]",,,,0.00042980507174221125,0.15650171271708135,0.17861920372990792,,,,"[386, 48]","[1302, 386]","[193, 1302]",,,,COMPLETE
