,number,value,datetime_start,datetime_complete,duration,params_activation,params_hidden_initializer,params_lr,params_n_layers,params_neurons,params_optimizer,params_output_initializer,state
766,766,0.7924179077148438,2023-05-18 18:39:59.111423,2023-05-18 18:40:06.433834,0 days 00:00:07.322411,sigmoid,1,0.01602800500799849,3,128,2,1,COMPLETE
767,767,0.6632129788398743,2023-05-18 18:40:06.434958,2023-05-18 18:40:13.608074,0 days 00:00:07.173116,sigmoid,1,0.00020236362991595208,2,512,2,1,COMPLETE
768,768,0.6635177373886109,2023-05-18 18:40:13.609221,2023-05-18 18:40:20.635241,0 days 00:00:07.026020,sigmoid,1,0.0004792003903368821,2,256,2,1,COMPLETE
769,769,0.6704164266586303,2023-05-18 18:40:20.636423,2023-05-18 18:40:28.410306,0 days 00:00:07.773883,sigmoid,1,0.000284779983227017,2,512,0,0,COMPLETE
770,770,0.6646494150161744,2023-05-18 18:40:28.411614,2023-05-18 18:40:36.230900,0 days 00:00:07.819286,sigmoid,1,0.00014832527854825368,2,256,2,1,COMPLETE
771,771,0.699411678314209,2023-05-18 18:40:36.232215,2023-05-18 18:40:43.056202,0 days 00:00:06.823987,sigmoid,1,0.05675643439248885,2,512,2,1,COMPLETE
772,772,0.6691280603408813,2023-05-18 18:40:43.057365,2023-05-18 18:40:51.334372,0 days 00:00:08.277007,sigmoid,1,0.000233256390844934,6,512,2,1,COMPLETE
773,773,0.7238038659095765,2023-05-18 18:40:51.335520,2023-05-18 18:40:58.428588,0 days 00:00:07.093068,selu,1,0.0011168321476181806,2,256,2,1,COMPLETE
774,774,0.662401270866394,2023-05-18 18:40:58.429727,2023-05-18 18:41:05.955946,0 days 00:00:07.526219,sigmoid,1,0.0001810636959977214,2,512,2,0,COMPLETE
775,775,0.6629917740821838,2023-05-18 18:41:05.957143,2023-05-18 18:41:13.802251,0 days 00:00:07.845108,sigmoid,1,0.0001466449741662155,2,256,2,1,COMPLETE
776,776,0.6647427558898926,2023-05-18 18:41:13.803728,2023-05-18 18:41:20.710526,0 days 00:00:06.906798,sigmoid,0,0.0002888405143378661,2,512,2,1,COMPLETE
777,777,0.6751679658889771,2023-05-18 18:41:20.711709,2023-05-18 18:41:27.602057,0 days 00:00:06.890348,sigmoid,1,0.00099598333816076,2,256,1,1,COMPLETE
778,778,0.6674028635025024,2023-05-18 18:41:27.603387,2023-05-18 18:41:34.618901,0 days 00:00:07.015514,sigmoid,1,0.00037946547683203637,2,512,2,1,COMPLETE
779,779,0.6739709138870239,2023-05-18 18:41:34.620090,2023-05-18 18:41:41.466137,0 days 00:00:06.846047,sigmoid,1,0.0034140354299946364,2,512,2,0,COMPLETE
780,780,0.8311975598335266,2023-05-18 18:41:41.467266,2023-05-18 18:41:49.391788,0 days 00:00:07.924522,tanh,1,0.0038254983354687314,2,256,2,1,COMPLETE
781,781,0.6776164770126343,2023-05-18 18:41:49.392994,2023-05-18 18:41:56.539542,0 days 00:00:07.146548,sigmoid,1,0.01988881315541036,2,512,2,1,COMPLETE
782,782,0.7131815075874328,2023-05-18 18:41:56.540785,2023-05-18 18:42:03.455799,0 days 00:00:06.915014,sigmoid,1,0.03190552706867859,2,256,2,1,COMPLETE
783,783,0.6689178586006165,2023-05-18 18:42:03.457115,2023-05-18 18:42:10.898606,0 days 00:00:07.441491,sigmoid,1,0.00021740563853386898,3,64,2,1,COMPLETE
784,784,0.712835943698883,2023-05-18 18:42:10.899776,2023-05-18 18:42:17.629218,0 days 00:00:06.729442,linear,1,0.001597205284727575,2,512,2,1,COMPLETE
785,785,0.7646238207817078,2023-05-18 18:42:17.630395,2023-05-18 18:42:28.119751,0 days 00:00:10.489356,sigmoid,1,0.09826029068325735,9,512,2,0,COMPLETE
786,786,0.6680739998817444,2023-05-18 18:42:28.120946,2023-05-18 18:42:35.486880,0 days 00:00:07.365934,sigmoid,1,0.0007131915184447501,2,256,2,1,COMPLETE
787,787,0.7140469074249267,2023-05-18 18:42:35.488074,2023-05-18 18:42:42.507018,0 days 00:00:07.018944,relu,1,0.02405035781130066,2,512,3,1,COMPLETE
788,788,0.6760301947593689,2023-05-18 18:42:42.508200,2023-05-18 18:42:49.584241,0 days 00:00:07.076041,sigmoid,1,0.0013489482085559776,3,256,2,1,COMPLETE
789,789,0.6622953414916992,2023-05-18 18:42:49.585486,2023-05-18 18:42:56.726626,0 days 00:00:07.141140,sigmoid,1,0.00017227843949466589,2,512,2,1,COMPLETE
790,790,0.6921122908592224,2023-05-18 18:42:56.727796,2023-05-18 18:43:03.360346,0 days 00:00:06.632550,sigmoid,1,0.05286418652024396,2,512,2,0,COMPLETE
791,791,0.6759635210037231,2023-05-18 18:43:03.361479,2023-05-18 18:43:10.971313,0 days 00:00:07.609834,sigmoid,1,0.06665432792026099,2,256,2,1,COMPLETE
792,792,0.6752475023269653,2023-05-18 18:43:10.972543,2023-05-18 18:43:18.469291,0 days 00:00:07.496748,sigmoid,1,0.00024921853357773863,2,512,0,1,COMPLETE
793,793,0.6966718912124634,2023-05-18 18:43:18.471713,2023-05-18 18:43:25.559796,0 days 00:00:07.088083,elu,1,0.0003495044390201084,2,256,2,1,COMPLETE
794,794,0.6653046250343323,2023-05-18 18:43:25.560965,2023-05-18 18:43:32.346798,0 days 00:00:06.785833,sigmoid,1,0.00014369732687619457,2,128,2,1,COMPLETE
795,795,1.937212085723877,2023-05-18 18:43:32.347976,2023-05-18 18:43:41.253341,0 days 00:00:08.905365,gelu,1,0.0022178089696412084,4,512,2,0,COMPLETE
796,796,0.6637593388557435,2023-05-18 18:43:41.254503,2023-05-18 18:43:48.832902,0 days 00:00:07.578399,sigmoid,1,0.00020201110772899317,2,512,2,1,COMPLETE
797,797,0.6639873623847962,2023-05-18 18:43:48.834087,2023-05-18 18:43:55.937011,0 days 00:00:07.102924,sigmoid,0,0.00045350612950680725,2,256,2,1,COMPLETE
798,798,0.6633064866065979,2023-05-18 18:43:55.938191,2023-05-18 18:44:02.899069,0 days 00:00:06.960878,sigmoid,1,0.00010581610467194974,2,512,2,1,COMPLETE
799,799,0.6633081436157227,2023-05-18 18:44:02.900247,2023-05-18 18:44:09.997445,0 days 00:00:07.097198,sigmoid,1,0.00031806946922372214,2,256,2,1,COMPLETE
800,800,0.6636384487152099,2023-05-18 18:44:09.998621,2023-05-18 18:44:17.798212,0 days 00:00:07.799591,sigmoid,1,0.00026835052688320936,2,512,2,0,COMPLETE
801,801,0.6681553244590759,2023-05-18 18:44:17.799394,2023-05-18 18:44:24.932936,0 days 00:00:07.133542,sigmoid,1,3.601759046927806e-05,2,256,2,1,COMPLETE
802,802,0.7419132709503173,2023-05-18 18:44:24.934111,2023-05-18 18:44:32.949443,0 days 00:00:08.015332,selu,1,8.005922131229714e-05,3,512,2,1,COMPLETE
803,803,0.678232479095459,2023-05-18 18:44:32.950640,2023-05-18 18:44:40.168906,0 days 00:00:07.218266,sigmoid,1,0.00016535179667922557,2,512,1,1,COMPLETE
804,804,0.6643490672111512,2023-05-18 18:44:40.170063,2023-05-18 18:44:47.529527,0 days 00:00:07.359464,sigmoid,1,0.00013611292204644077,2,256,2,1,COMPLETE
805,805,0.6733874201774597,2023-05-18 18:44:47.530693,2023-05-18 18:44:54.279724,0 days 00:00:06.749031,sigmoid,1,0.001882225968136654,2,512,2,0,COMPLETE
806,806,0.6661263465881347,2023-05-18 18:44:54.280939,2023-05-18 18:45:01.404028,0 days 00:00:07.123089,sigmoid,1,0.0002275989850390095,2,64,2,1,COMPLETE
807,807,0.6674285531044006,2023-05-18 18:45:01.405183,2023-05-18 18:45:08.560495,0 days 00:00:07.155312,sigmoid,1,4.6576932383724016e-05,2,256,2,1,COMPLETE
808,808,0.874095869064331,2023-05-18 18:45:08.561791,2023-05-18 18:45:17.779827,0 days 00:00:09.218036,tanh,1,0.00019362141524035444,5,512,2,1,COMPLETE
809,809,0.6628489851951599,2023-05-18 18:45:17.781025,2023-05-18 18:45:24.894572,0 days 00:00:07.113547,sigmoid,1,0.00012214238979698567,2,512,2,1,COMPLETE
810,810,0.6622139692306519,2023-05-18 18:45:24.895775,2023-05-18 18:45:31.623071,0 days 00:00:06.727296,sigmoid,1,0.0002751551426109214,2,256,2,0,COMPLETE
811,811,0.6637523293495178,2023-05-18 18:45:31.624249,2023-05-18 18:45:38.496407,0 days 00:00:06.872158,sigmoid,1,0.00032077486898893,2,256,2,1,COMPLETE
812,812,0.6822955727577209,2023-05-18 18:45:38.497583,2023-05-18 18:45:44.988586,0 days 00:00:06.491003,sigmoid,1,0.00027001733449703153,2,256,3,1,COMPLETE
813,813,0.6962392687797546,2023-05-18 18:45:44.989774,2023-05-18 18:45:52.654986,0 days 00:00:07.665212,linear,1,0.00037520209272356823,2,256,2,1,COMPLETE
814,814,0.6630374312400817,2023-05-18 18:45:52.656189,2023-05-18 18:46:00.603601,0 days 00:00:07.947412,sigmoid,0,0.0005369164996486651,3,256,2,0,COMPLETE
815,815,0.6633545756340027,2023-05-18 18:46:00.604962,2023-05-18 18:46:07.895333,0 days 00:00:07.290371,sigmoid,1,0.00041991963302512997,2,256,2,1,COMPLETE
816,816,0.6918898463249207,2023-05-18 18:46:07.896528,2023-05-18 18:46:14.670890,0 days 00:00:06.774362,relu,1,0.0002758293763282611,2,256,2,1,COMPLETE
817,817,0.6632824659347534,2023-05-18 18:46:14.672061,2023-05-18 18:46:21.547616,0 days 00:00:06.875555,sigmoid,1,0.00023561420780371812,2,256,2,1,COMPLETE
818,818,0.664309287071228,2023-05-18 18:46:21.548975,2023-05-18 18:46:28.255449,0 days 00:00:06.706474,sigmoid,1,0.0003249285786723458,2,256,0,1,COMPLETE
819,819,0.6628101825714111,2023-05-18 18:46:28.256653,2023-05-18 18:46:35.861116,0 days 00:00:07.604463,sigmoid,1,0.00022299864464671594,2,256,2,0,COMPLETE
820,820,0.690399169921875,2023-05-18 18:46:35.862327,2023-05-18 18:46:43.314441,0 days 00:00:07.452114,sigmoid,1,0.005438934429707548,2,256,2,1,COMPLETE
821,821,0.6615662336349487,2023-05-18 18:46:43.315620,2023-05-18 18:46:50.170981,0 days 00:00:06.855361,sigmoid,1,0.0003055422104628153,2,256,2,1,COMPLETE
822,822,0.6630666494369507,2023-05-18 18:46:50.172170,2023-05-18 18:46:57.005571,0 days 00:00:06.833401,sigmoid,1,0.0003929848420419144,2,256,2,1,COMPLETE
823,823,0.6913535714149475,2023-05-18 18:46:57.006735,2023-05-18 18:47:03.771891,0 days 00:00:06.765156,elu,1,0.00032344958483539513,2,256,2,1,COMPLETE
824,824,0.6647205948829651,2023-05-18 18:47:03.773055,2023-05-18 18:47:10.513281,0 days 00:00:06.740226,sigmoid,1,0.0005169545735432763,2,256,2,1,COMPLETE
825,825,0.701193904876709,2023-05-18 18:47:10.514430,2023-05-18 18:47:18.978081,0 days 00:00:08.463651,gelu,1,0.0002955666182399397,2,256,2,0,COMPLETE
826,826,0.6826711177825928,2023-05-18 18:47:18.979287,2023-05-18 18:47:25.898650,0 days 00:00:06.919363,sigmoid,1,0.00041614035304727665,2,256,1,1,COMPLETE
827,827,0.6649731040000916,2023-05-18 18:47:25.899848,2023-05-18 18:47:33.681956,0 days 00:00:07.782108,sigmoid,1,0.0002674740423701848,3,256,2,1,COMPLETE
828,828,0.6627981185913085,2023-05-18 18:47:33.683145,2023-05-18 18:47:40.883108,0 days 00:00:07.199963,sigmoid,1,0.00037190716081717874,2,256,2,1,COMPLETE
829,829,0.662920606136322,2023-05-18 18:47:40.884467,2023-05-18 18:47:48.285820,0 days 00:00:07.401353,sigmoid,1,0.00029447948004037203,2,256,2,1,COMPLETE
830,830,0.6622505784034729,2023-05-18 18:47:48.287021,2023-05-18 18:47:56.793357,0 days 00:00:08.506336,sigmoid,1,0.00023234106569732971,2,256,2,0,COMPLETE
831,831,0.6848849773406982,2023-05-18 18:47:56.794568,2023-05-18 18:48:04.643110,0 days 00:00:07.848542,sigmoid,1,0.012933269660985533,2,256,2,1,COMPLETE
832,832,0.8289785981178284,2023-05-18 18:48:04.644349,2023-05-18 18:48:12.281640,0 days 00:00:07.637291,selu,1,0.009504426630962537,2,256,2,1,COMPLETE
833,833,0.6731131792068481,2023-05-18 18:48:12.282834,2023-05-18 18:48:19.758590,0 days 00:00:07.475756,sigmoid,0,2.2494216919955107e-05,3,256,2,1,COMPLETE
834,834,0.6623147964477539,2023-05-18 18:48:19.759901,2023-05-18 18:48:27.453248,0 days 00:00:07.693347,sigmoid,1,0.00034805980490848704,2,256,2,1,COMPLETE
835,835,0.6657863736152649,2023-05-18 18:48:27.454427,2023-05-18 18:48:34.229278,0 days 00:00:06.774851,sigmoid,1,0.00048050128393562467,2,256,2,0,COMPLETE
836,836,0.666138517856598,2023-05-18 18:48:34.230458,2023-05-18 18:48:41.776093,0 days 00:00:07.545635,sigmoid,1,0.0006807796207658421,2,256,2,1,COMPLETE
837,837,0.6852088928222656,2023-05-18 18:48:41.777497,2023-05-18 18:48:49.338369,0 days 00:00:07.560872,sigmoid,1,0.00026088894802521456,2,256,3,1,COMPLETE
838,838,0.6821321725845337,2023-05-18 18:48:49.339597,2023-05-18 18:48:56.449941,0 days 00:00:07.110344,tanh,1,0.0002162642016413043,2,256,2,1,COMPLETE
839,839,0.6843812346458436,2023-05-18 18:48:56.451108,2023-05-18 18:49:03.248611,0 days 00:00:06.797503,sigmoid,1,0.004605125622600597,2,256,2,1,COMPLETE
840,840,0.6626206636428833,2023-05-18 18:49:03.249812,2023-05-18 18:49:10.436950,0 days 00:00:07.187138,sigmoid,1,0.0001940472279322409,2,256,2,0,COMPLETE
841,841,0.6730860352516175,2023-05-18 18:49:10.438145,2023-05-18 18:49:18.167743,0 days 00:00:07.729598,sigmoid,1,1.8391455031139843e-05,2,256,0,1,COMPLETE
842,842,0.6623815178871155,2023-05-18 18:49:18.168922,2023-05-18 18:49:25.768526,0 days 00:00:07.599604,sigmoid,1,0.00031205417328886446,2,256,2,1,COMPLETE
843,843,0.6888991713523864,2023-05-18 18:49:25.769785,2023-05-18 18:49:32.826467,0 days 00:00:07.056682,linear,1,0.00027409200107188106,2,256,2,1,COMPLETE
844,844,0.6635090589523316,2023-05-18 18:49:32.827744,2023-05-18 18:49:39.827875,0 days 00:00:07.000131,sigmoid,1,0.00023997637544747282,2,128,2,1,COMPLETE
845,845,0.6631234049797058,2023-05-18 18:49:39.829059,2023-05-18 18:49:46.770753,0 days 00:00:06.941694,sigmoid,1,0.00044171834848370474,2,256,2,0,COMPLETE
846,846,0.6708215594291687,2023-05-18 18:49:46.771981,2023-05-18 18:49:53.968391,0 days 00:00:07.196410,sigmoid,1,0.0012723513718125093,2,256,2,1,COMPLETE
847,847,0.7171620845794677,2023-05-18 18:49:53.969570,2023-05-18 18:50:01.343106,0 days 00:00:07.373536,sigmoid,1,0.007426054145009621,3,256,2,1,COMPLETE
848,848,0.8909121751785278,2023-05-18 18:50:01.344296,2023-05-18 18:50:09.106559,0 days 00:00:07.762263,relu,1,0.0029235283864572858,2,256,2,1,COMPLETE
849,849,0.675074291229248,2023-05-18 18:50:09.107820,2023-05-18 18:50:18.473487,0 days 00:00:09.365667,sigmoid,1,0.003083296967323052,10,64,2,1,COMPLETE
850,850,0.7944697141647339,2023-05-18 18:50:18.474888,2023-05-18 18:50:25.645923,0 days 00:00:07.171035,sigmoid,1,7.013440217227036e-05,2,256,1,0,COMPLETE
851,851,0.6696340560913085,2023-05-18 18:50:25.647156,2023-05-18 18:50:32.519844,0 days 00:00:06.872688,sigmoid,1,0.0008244742083143216,2,256,2,1,COMPLETE
852,852,0.7179978966712952,2023-05-18 18:50:32.521033,2023-05-18 18:50:39.943686,0 days 00:00:07.422653,gelu,0,0.0005855811956024938,2,256,2,1,COMPLETE
853,853,0.7015832304954529,2023-05-18 18:50:39.944869,2023-05-18 18:50:47.532195,0 days 00:00:07.587326,elu,1,0.0003500802339341257,2,256,2,1,COMPLETE
854,854,0.675736403465271,2023-05-18 18:50:47.533692,2023-05-18 18:50:55.014132,0 days 00:00:07.480440,sigmoid,1,0.002270482077859823,2,128,2,1,COMPLETE
855,855,0.6624620676040649,2023-05-18 18:50:55.015337,2023-05-18 18:51:02.216056,0 days 00:00:07.200719,sigmoid,1,0.0001900325791436281,2,256,2,0,COMPLETE
856,856,0.6740947604179383,2023-05-18 18:51:02.217348,2023-05-18 18:51:10.241850,0 days 00:00:08.024502,sigmoid,1,0.0002161514690839266,7,256,2,1,COMPLETE
857,857,0.6899026274681092,2023-05-18 18:51:10.243054,2023-05-18 18:51:17.104221,0 days 00:00:06.861167,sigmoid,1,0.007290929762121008,2,256,2,1,COMPLETE
858,858,0.6714838981628418,2023-05-18 18:51:17.105500,2023-05-18 18:51:24.606618,0 days 00:00:07.501118,sigmoid,1,1.8689520122613223e-05,2,256,2,1,COMPLETE
859,859,0.742212975025177,2023-05-18 18:51:24.607937,2023-05-18 18:51:31.780288,0 days 00:00:07.172351,sigmoid,1,0.024390529234961683,2,256,2,1,COMPLETE
860,860,0.7208273053169251,2023-05-18 18:51:31.781640,2023-05-18 18:51:39.158946,0 days 00:00:07.377306,sigmoid,1,0.02132982337421346,2,256,2,1,COMPLETE
861,861,1.091587483882904,2023-05-18 18:51:39.160190,2023-05-18 18:51:45.911565,0 days 00:00:06.751375,selu,1,1.4821123225370282e-05,2,64,3,0,COMPLETE
862,862,0.6620200753211976,2023-05-18 18:51:45.912922,2023-05-18 18:51:52.820270,0 days 00:00:06.907348,sigmoid,1,0.0002606098155505874,2,256,2,1,COMPLETE
863,863,0.6668692827224731,2023-05-18 18:51:52.821544,2023-05-18 18:52:00.660016,0 days 00:00:07.838472,sigmoid,1,0.0003102592648744783,5,256,2,1,COMPLETE
864,864,0.6639004826545716,2023-05-18 18:52:00.661285,2023-05-18 18:52:08.166763,0 days 00:00:07.505478,sigmoid,1,0.0003986929448679127,2,256,2,1,COMPLETE
865,865,0.6766377449035644,2023-05-18 18:52:08.168008,2023-05-18 18:52:15.618990,0 days 00:00:07.450982,sigmoid,1,1.355330553950226e-05,2,256,2,1,COMPLETE
866,866,0.6638060450553894,2023-05-18 18:52:15.620248,2023-05-18 18:52:22.977849,0 days 00:00:07.357601,sigmoid,1,0.0002655335835401748,3,256,2,0,COMPLETE
867,867,0.8187645316123963,2023-05-18 18:52:22.979061,2023-05-18 18:52:30.265551,0 days 00:00:07.286490,tanh,1,0.08006449079732798,2,256,2,1,COMPLETE
868,868,0.6677046179771423,2023-05-18 18:52:30.266870,2023-05-18 18:52:37.383827,0 days 00:00:07.116957,sigmoid,1,0.0003516293482393695,2,256,0,1,COMPLETE
869,869,0.6930439710617066,2023-05-18 18:52:37.385012,2023-05-18 18:52:44.576022,0 days 00:00:07.191010,sigmoid,1,0.01657929132636618,2,256,2,1,COMPLETE
870,870,0.6629656195640564,2023-05-18 18:52:44.577199,2023-05-18 18:52:52.203301,0 days 00:00:07.626102,sigmoid,1,0.00025312432597764063,2,256,2,1,COMPLETE
871,871,0.6924224972724915,2023-05-18 18:52:52.204641,2023-05-18 18:52:59.451177,0 days 00:00:07.246536,sigmoid,1,0.05122462767988286,2,256,2,0,COMPLETE
872,872,0.6650611162185669,2023-05-18 18:52:59.452424,2023-05-18 18:53:06.787254,0 days 00:00:07.334830,sigmoid,1,8.990211024416743e-05,2,256,2,1,COMPLETE
873,873,0.6817730903625489,2023-05-18 18:53:06.788510,2023-05-18 18:53:14.330610,0 days 00:00:07.542100,linear,0,0.0002978539224922946,3,256,2,1,COMPLETE
874,874,0.663321590423584,2023-05-18 18:53:14.331878,2023-05-18 18:53:21.867267,0 days 00:00:07.535389,sigmoid,1,0.00044411482157766827,2,256,2,1,COMPLETE
875,875,0.6632933259010315,2023-05-18 18:53:21.868539,2023-05-18 18:53:28.631416,0 days 00:00:06.762877,sigmoid,1,0.00017325256858285835,2,256,2,1,COMPLETE
876,876,0.6745262980461121,2023-05-18 18:53:28.632611,2023-05-18 18:53:36.925962,0 days 00:00:08.293351,sigmoid,1,0.03130549498747649,4,256,1,0,COMPLETE
877,877,0.6826001167297363,2023-05-18 18:53:36.927344,2023-05-18 18:53:44.044409,0 days 00:00:07.117065,relu,1,6.497140195153637e-05,2,256,2,1,COMPLETE
878,878,0.6624635815620422,2023-05-18 18:53:44.045666,2023-05-18 18:53:50.968960,0 days 00:00:06.923294,sigmoid,1,0.00024278030488867347,2,256,2,1,COMPLETE
879,879,0.6626502633094787,2023-05-18 18:53:50.970305,2023-05-18 18:53:57.907740,0 days 00:00:06.937435,sigmoid,1,0.0003416208000241512,2,256,2,1,COMPLETE
880,880,0.692494559288025,2023-05-18 18:53:57.909081,2023-05-18 18:54:05.021412,0 days 00:00:07.112331,sigmoid,1,0.04186028161363539,2,256,2,1,COMPLETE
881,881,0.7140902042388916,2023-05-18 18:54:05.022757,2023-05-18 18:54:12.181280,0 days 00:00:07.158523,sigmoid,1,1.0118596674476194e-05,2,128,2,0,COMPLETE
882,882,0.751279866695404,2023-05-18 18:54:12.182471,2023-05-18 18:54:19.993774,0 days 00:00:07.811303,elu,1,0.046725447701795715,2,256,2,1,COMPLETE
883,883,0.8417693018913269,2023-05-18 18:54:19.995271,2023-05-18 18:54:32.970417,0 days 00:00:12.975146,gelu,1,0.00010575450256876065,8,256,2,1,COMPLETE
884,884,0.6625330567359924,2023-05-18 18:54:32.974496,2023-05-18 18:54:40.152402,0 days 00:00:07.177906,sigmoid,1,0.00020511478215545027,2,256,2,1,COMPLETE
885,885,0.6745033144950867,2023-05-18 18:54:40.154794,2023-05-18 18:54:47.143722,0 days 00:00:06.988928,sigmoid,1,0.0009537181749953255,3,256,3,1,COMPLETE
886,886,0.6624552369117737,2023-05-18 18:54:47.144942,2023-05-18 18:54:54.975429,0 days 00:00:07.830487,sigmoid,1,0.00028861017333132007,2,256,2,1,COMPLETE
887,887,0.6640576004981995,2023-05-18 18:54:54.976683,2023-05-18 18:55:02.196640,0 days 00:00:07.219957,sigmoid,1,0.0001441152371246703,2,256,2,0,COMPLETE
888,888,0.6971102476119995,2023-05-18 18:55:02.197853,2023-05-18 18:55:09.294588,0 days 00:00:07.096735,sigmoid,1,0.017109601448337435,2,256,2,1,COMPLETE
889,889,0.6851312160491944,2023-05-18 18:55:09.295793,2023-05-18 18:55:16.162165,0 days 00:00:06.866372,sigmoid,1,5.7805794689377346e-05,2,64,2,1,COMPLETE
890,890,0.6877202153205871,2023-05-18 18:55:16.163401,2023-05-18 18:55:23.083530,0 days 00:00:06.920129,selu,0,0.0005941340928572464,2,256,2,1,COMPLETE
891,891,0.6657304644584656,2023-05-18 18:55:23.084815,2023-05-18 18:55:30.234764,0 days 00:00:07.149949,sigmoid,1,0.00017716000779886815,2,256,0,1,COMPLETE
892,892,0.6641014456748963,2023-05-18 18:55:30.235952,2023-05-18 18:55:37.945729,0 days 00:00:07.709777,sigmoid,1,0.00038029255055246317,2,256,2,0,COMPLETE
893,893,0.719085431098938,2023-05-18 18:55:37.946944,2023-05-18 18:55:45.436154,0 days 00:00:07.489210,sigmoid,1,0.03657273310066731,2,256,2,1,COMPLETE
894,894,0.6902482390403748,2023-05-18 18:55:45.437433,2023-05-18 18:55:52.827362,0 days 00:00:07.389929,sigmoid,1,0.00626729494365226,2,256,2,1,COMPLETE
895,895,0.6639027953147888,2023-05-18 18:55:52.828589,2023-05-18 18:55:59.712052,0 days 00:00:06.883463,sigmoid,1,0.00024881557362707254,2,128,2,1,COMPLETE
896,896,0.6821663737297058,2023-05-18 18:55:59.713279,2023-05-18 18:56:06.635250,0 days 00:00:06.921971,tanh,1,0.00021856702977300044,2,256,2,1,COMPLETE
897,897,0.6638800024986267,2023-05-18 18:56:06.636461,2023-05-18 18:56:13.791952,0 days 00:00:07.155491,sigmoid,1,0.0004904192844812469,3,256,2,0,COMPLETE
898,898,0.6640078067779541,2023-05-18 18:56:13.793109,2023-05-18 18:56:21.570099,0 days 00:00:07.776990,sigmoid,1,0.00030645245734459354,2,256,2,1,COMPLETE
899,899,0.6760224461555481,2023-05-18 18:56:21.571448,2023-05-18 18:56:28.892075,0 days 00:00:07.320627,sigmoid,1,0.001259318852325455,2,256,1,1,COMPLETE
900,900,0.6647018194198608,2023-05-18 18:56:28.893371,2023-05-18 18:56:36.319969,0 days 00:00:07.426598,sigmoid,1,0.00012861901402230183,2,256,2,1,COMPLETE
901,901,0.6653329253196716,2023-05-18 18:56:36.321199,2023-05-18 18:56:43.595410,0 days 00:00:07.274211,sigmoid,1,0.00015979477803008382,2,512,2,1,COMPLETE
902,902,0.6623577237129211,2023-05-18 18:56:43.596753,2023-05-18 18:56:50.864736,0 days 00:00:07.267983,sigmoid,1,0.00019260001411533574,2,256,2,0,COMPLETE
903,903,0.6914486646652221,2023-05-18 18:56:50.866140,2023-05-18 18:56:57.811363,0 days 00:00:06.945223,relu,1,3.0659485701101726e-05,2,512,2,1,COMPLETE
904,904,0.686653733253479,2023-05-18 18:56:57.812556,2023-05-18 18:57:05.549030,0 days 00:00:07.736474,linear,1,0.00024864397610264825,2,256,2,1,COMPLETE
905,905,0.6669934988021851,2023-05-18 18:57:05.550305,2023-05-18 18:57:13.415044,0 days 00:00:07.864739,sigmoid,1,0.0018956955556400986,3,64,2,1,COMPLETE
906,906,0.6630839943885803,2023-05-18 18:57:13.416315,2023-05-18 18:57:20.326430,0 days 00:00:06.910115,sigmoid,1,9.179165024428301e-05,2,512,2,1,COMPLETE
907,907,0.6636499762535095,2023-05-18 18:57:20.327716,2023-05-18 18:57:27.666969,0 days 00:00:07.339253,sigmoid,1,0.00011011106794220346,2,256,2,0,COMPLETE
908,908,0.6680219769477844,2023-05-18 18:57:27.668258,2023-05-18 18:57:34.448642,0 days 00:00:06.780384,sigmoid,1,1.926768221051815e-05,2,512,2,1,COMPLETE
909,909,0.701480221748352,2023-05-18 18:57:34.449853,2023-05-18 18:57:41.097363,0 days 00:00:06.647510,sigmoid,0,3.889245678586537e-05,2,256,3,1,COMPLETE
910,910,0.6669878244400025,2023-05-18 18:57:41.098549,2023-05-18 18:57:49.288014,0 days 00:00:08.189465,sigmoid,1,0.0003429765498095837,2,512,2,1,COMPLETE
911,911,0.7089643359184266,2023-05-18 18:57:49.289277,2023-05-18 18:57:57.394174,0 days 00:00:08.104897,gelu,1,0.00040640346446112235,2,256,2,1,COMPLETE
912,912,0.6901390433311463,2023-05-18 18:57:57.395403,2023-05-18 18:58:04.630410,0 days 00:00:07.235007,sigmoid,1,0.01718807510880858,2,512,2,0,COMPLETE
913,913,0.6865818619728088,2023-05-18 18:58:04.631682,2023-05-18 18:58:11.876461,0 days 00:00:07.244779,elu,1,0.00014960654423060193,2,256,2,1,COMPLETE
914,914,0.6635076999664307,2023-05-18 18:58:11.877687,2023-05-18 18:58:19.379500,0 days 00:00:07.501813,sigmoid,1,0.0002710020220074123,2,512,2,1,COMPLETE
915,915,0.6629558205604553,2023-05-18 18:58:19.380745,2023-05-18 18:58:27.401935,0 days 00:00:08.021190,sigmoid,1,0.00020505892349432218,2,256,2,1,COMPLETE
916,916,0.6628854036331177,2023-05-18 18:58:27.403310,2023-05-18 18:58:34.656217,0 days 00:00:07.252907,sigmoid,1,0.00012565199874648575,2,512,2,1,COMPLETE
917,917,0.6880755662918091,2023-05-18 18:58:34.657457,2023-05-18 18:58:42.063901,0 days 00:00:07.406444,sigmoid,1,0.003842990275814878,3,128,2,0,COMPLETE
918,918,0.6674828052520752,2023-05-18 18:58:42.065129,2023-05-18 18:58:48.922639,0 days 00:00:06.857510,sigmoid,1,7.839565220284168e-05,2,256,0,1,COMPLETE
919,919,0.6624996304512024,2023-05-18 18:58:48.923872,2023-05-18 18:58:55.924526,0 days 00:00:07.000654,sigmoid,1,0.00017312304364160838,2,512,2,1,COMPLETE
