,Unnamed: 0,Unnamed: 0.1,chroma_cens,mel,mfcc,rms,spec_centroids,spec_bw,spec_contrast,spec_flatness,spec_rolloff,tonnetz,zero_crossing_rate,id
0,,,0.3125,0.03125,0.078125,0.0,0.015625,0.046875,0.03125,0.03125,0.015625,0.28125,0.015625,36Owb6DDJbBFXi86x3X61z
